[4/22/23 05:09AM] Xtc used command ::home | Player rights = PLAYER	
[4/24/23 04:00AM] Xtc used command ::tele 2795 4782 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:04AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:15AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:16AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:18AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:18AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:19AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:21AM] Xtc used command ::yell buying 1.5x damage scroll | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:22AM] Xtc used command ::yell buying godly pots/dr items | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:23AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:30AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:39AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:39AM] Xtc used command ::ban | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:39AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:41AM] Xtc used command ::yell buying 1.5x damage scroll/ high dr items | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:49AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:54AM] Xtc used command ::yell selling 2 3x3 hmu | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:56AM] Xtc used command ::yell buying godly pot | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:00AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:02AM] Xtc used command ::yell buying bonds/scrolls $1/80k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:04AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:04AM] Xtc used command ::yell selling 3x3 aoe 25m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:04AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:07AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:09AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:10AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:14AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:19AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:21AM] Xtc used command ::yell selling 3x3 and 6x6 aoe pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:24AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:24AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:24AM] Xtc used command ::yell buying $100 inname | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:31AM] Xtc used command ::bankl | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:31AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:32AM] Xtc used command ::yell buying godly pots 3m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:35AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:37AM] Xtc used command ::yell buying $100 inname | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:39AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:41AM] Xtc used command ::yell buying $100 inname/godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:43AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:43AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:44AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:44AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:45AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:45AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:46AM] Xtc used command ::yell selling 3x3 25m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:48AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:48AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:51AM] Xtc used command ::yell buying godly pots pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:57AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:57AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:59AM] Xtc used command ::yell buying $100 inname/owners gloves | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:00AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:00AM] Xtc used command ::yell selling 6x6 50m | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:04AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:05AM] Xtc used command ::yell buying $100 inname | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:12AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:17AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:18AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:18AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:19AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:19AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:20AM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:20AM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:20AM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:21AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:23AM] Xtc used command ::yell buying bonds/scrolls 100k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:27AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:29AM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:34AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:36AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:37AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:39AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:40AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:42AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:42AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:43AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:43AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:44AM] Xtc used command ::yell buying $1000 in scrools 100k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:44AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:45AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:45AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:46AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:46AM] Xtc used command ::Yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:46AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:50AM] Xtc used command ::yell selling 93 dr for $150 in bonds | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:52AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:56AM] Xtc used command ::yell buying godly pots - scrolls $1/100k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:00AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:01AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:05AM] Xtc used command ::yell buying scrolls/bonds $1/100k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:06AM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:06AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:07AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:13AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:14AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:15AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:17AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:22AM] Xtc used command ::yell anyone wanna buy 71 dr 10m | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:23AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:25AM] Xtc used command ::yell buying high dr items | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:27AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:27AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:29AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:29AM] Xtc used command ::yell ill buy | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:29AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:29AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:30AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:32AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:34AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:36AM] Xtc used command ::yell buying 1.5x damage scroll | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:36AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:36AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:36AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:39AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:39AM] Xtc used command ::yell buying scrolls/bonds $105k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:49AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:50AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:51AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:52AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:52AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:54AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:55AM] Xtc used command ::yell buying bonds/scrolls 100k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:56AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:57AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:58AM] Xtc used command ::yell if anyone is selling $100+ in scrolls ill pay 120k ea pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:00AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:00AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:03AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:08AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:08AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:11AM] Xtc used command ::yell buying bonds/scrolls 100k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:17AM] Xtc used command ::yell buying 80%+ dr items | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:22AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:24AM] Xtc used command ::yell buying 1.5x droprate/damage booster | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:25AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:26AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:26AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:31AM] Xtc used command ::Yell buying godly pot | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:31AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:32AM] Xtc used command ::Yell buying godly pots 2.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 08:36AM] Xtc used command ::yell im off gn all | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:51PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:53PM] Xtc used command ::yell morning all | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:53PM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:56PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:56PM] Xtc used command ::yell buying godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:04PM] Xtc used command ::yell buying bonds/scrolls $1/100k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:09PM] Xtc used command ::yell buying godly pot 2.5m | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:10PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:11PM] Xtc used command ::yell buying owner halo | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:16PM] Xtc used command ::ban | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:16PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:22PM] Xtc used command ::yell buying godly pots 2.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:24PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:28PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:30PM] Xtc used command ::Yell buying owner halo/godly pots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:34PM] Xtc used command ::yell selling 76 dr pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:38PM] Xtc used command ::yell buying godly pot 2.5m ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:41PM] Xtc used command ::yell buying halo/godlypots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:41PM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:45PM] Xtc used command ::yell buying bonds/scrols 100k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:46PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:49PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:00PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:04PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:06PM] Xtc used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:07PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:13PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:17PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:31PM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:32PM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:34PM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:35PM] Xtc used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:35PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:41PM] Xtc used command ::yell buying bonds/scrolls $1/100k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:42PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:11PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:12PM] Xtc used command ::yell buying bonds/scrolls $1/100k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:13PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:15PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:16PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:19PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:19PM] Xtc used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:19PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:22PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:23PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:25PM] Xtc used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:31PM] Xtc used command ::yell everyone vote for free $$ | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:34PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:35PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:36PM] Xtc used command ::Yell 18 more till vote boss!!!! | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:38PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:38PM] Xtc used command ::yell buying bonds/scrolls $110k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:39PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:42PM] Xtc used command ::yell 15 more votes for free 1m from vote boss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:44PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:45PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:46PM] Xtc used command ::yell buying bonds $1/125k pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:46PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:47PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:48PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:49PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:50PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:56PM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:56PM] Xtc used command ::yell 1 more person to vote for voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:56PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 05:59PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:00PM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:00PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:01PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:01PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:02PM] Xtc used command ::yell buying death halo | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:03PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:04PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:05PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:05PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:06PM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:08PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:08PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:09PM] Xtc used command ::Yell buying scrolls/bonds $1/125k pm | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:13PM] Xtc used command ::poz | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:13PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:20PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:21PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:31PM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:31PM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:34PM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:34PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:35PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:35PM] Xtc used command ::yell buying bonds/scrolls 125k/$1 | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:36PM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:38PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:39PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:02PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:09PM] Xtc used command ::yell buying bonds/scrolls $1/125k | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:09PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:10PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:10PM] Xtc used command ::yell chepeast 3x3 in my pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:14PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:20PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:24PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:25PM] Xtc used command ::yell 14 till vote bosssssssssssssssssssssss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:34PM] Xtc used command ::yell 5 more votes | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:35PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:38PM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:41PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:45PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:16PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:18PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:18PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:19PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:19PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:19PM] Xtc used command ::yell selling 78 dr and black goku boots | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:20PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:21PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:24PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:24PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:26PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:26PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:28PM] Xtc used command ::ref | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:31PM] Xtc used command ::totem | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:32PM] Xtc used command ::yell buying 50 inname | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:36PM] Xtc used command ::yell selling cheap black goku boots and 78 dr item | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:42PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:43PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 10:53PM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:08PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:11PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:12PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:18PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:18PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:48PM] Xtc used command ::votenoss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:54PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:01AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:03AM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:06AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:11AM] Xtc used command ::yell new afk zone is op af | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:11AM] Xtc used command ::yell black goku boss tp | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:12AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
