[4/15/23 03:35AM] Supernum used command ::train | Player rights = PLAYER	
[4/18/23 02:34PM] Supernum used command ::DR | Player rights = CLERIC_DONATOR	
[4/18/23 02:35PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:35PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:42PM] Supernum used command ::NINETAILS | Player rights = CLERIC_DONATOR	
[4/18/23 02:42PM] Supernum used command ::MERUEM+ | Player rights = CLERIC_DONATOR	
[4/18/23 02:49PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:50PM] Supernum used command ::VOTEBOSS | Player rights = CLERIC_DONATOR	
[4/18/23 02:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:53PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:56PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:20PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:31PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:33PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:38PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:41PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 03:41PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 03:44PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 03:44PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:44PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:49PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:56PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:57PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 03:57PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:05PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:08PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:11PM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/18/23 04:14PM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Supernum used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 04:15PM] Supernum used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 04:17PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:25PM] Supernum used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:26PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:31PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:36PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:37PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:37PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:38PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:39PM] Supernum used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:39PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:40PM] Supernum used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:40PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41PM] Supernum used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 04:42PM] Supernum used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 04:42PM] Supernum used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 04:42PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:45PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:48PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:49PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:51PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:51PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:53PM] Supernum used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Supernum used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 04:57PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:00PM] Supernum used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 05:03PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:04PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:06PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 06:37PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 06:39PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 06:53PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 06:56PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 06:59PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 06:59PM] Supernum used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 07:17PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 08:42PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 08:43PM] Supernum used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/18/23 08:44PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 08:44PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 08:45PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 08:48PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 08:49PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 09:04PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:07PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:32PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 09:35PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:42PM] Supernum used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 09:42PM] Supernum used command ::veigart | Player rights = TORMENTED_DONATOR	
[4/18/23 09:42PM] Supernum used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 09:43PM] Supernum used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 09:50PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:52PM] Supernum used command ::raids | Player rights = TORMENTED_DONATOR	
[4/18/23 09:52PM] Supernum used command ::teleport | Player rights = TORMENTED_DONATOR	
[4/18/23 09:54PM] Supernum used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 10:03PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:17PM] Supernum used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 10:36PM] Supernum used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 10:36PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:40PM] Supernum used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 10:43PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:45PM] Supernum used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 10:45PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 10:46PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:48PM] Supernum used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 10:55PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:57PM] Supernum used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 10:57PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:59PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:59PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:59PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:02PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:13PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:14PM] Supernum used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/18/23 11:14PM] Supernum used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/18/23 11:14PM] Supernum used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/18/23 11:25PM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:00AM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:30AM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:31AM] Supernum used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:32AM] Supernum used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:33AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:34AM] Supernum used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:34AM] Supernum used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:34AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:36AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:40AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:42AM] Supernum used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:45AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:46AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:46AM] Supernum used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:50AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:53AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:53AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:54AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:54AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:56AM] Supernum used command ::Dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:59AM] Supernum used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:59AM] Supernum used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:59AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:00AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:00AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:04AM] Supernum used command ::Dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:11AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:13AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:32AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:33AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:36AM] Supernum used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:36AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:36AM] Supernum used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:37AM] Supernum used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 01:39AM] Supernum used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:40AM] Supernum used command ::cf | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:40AM] Supernum used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:43AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:45AM] Supernum used command ::Dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48AM] Supernum used command ::playtime | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53AM] Supernum used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:01AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:02AM] Supernum used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:51AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:52AM] Supernum used command ::pos | Player rights = OBSIDIAN_DONATOR	
