[4/17/23 11:03AM] Entropy used command ::refer fpk merk | Player rights = PLAYER	
[4/21/23 08:28AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:29AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 08:29AM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 08:31AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 08:32AM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 08:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:33AM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 08:34AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 08:35AM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 08:35AM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 08:36AM] Entropy used command ::vote | Player rights = HELPER	
[4/21/23 08:37AM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 08:39AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:40AM] Entropy used command ::yell Buying trinity & prospereous prayer - 2.5m per prayer | Player rights = HELPER	
[4/21/23 08:40AM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 08:43AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:43AM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 08:44AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:44AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:45AM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 08:46AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:47AM] Entropy used command ::home | Player rights = HELPER	
[4/21/23 08:58AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:02AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 09:06AM] Entropy used command ::yell Buying trinity & prosperous prayers for 2.5m ea | Player rights = HELPER	
[4/21/23 09:08AM] Entropy used command ::home | Player rights = HELPER	
[4/21/23 09:08AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:13AM] Entropy used command ::store | Player rights = HELPER	
[4/21/23 09:21AM] Entropy used command ::commands | Player rights = HELPER	
[4/21/23 09:21AM] Entropy used command ::donated | Player rights = HELPER	
[4/21/23 09:22AM] Entropy used command ::donated | Player rights = HELPER	
[4/21/23 09:22AM] Entropy used command ::donated | Player rights = HELPER	
[4/21/23 09:22AM] Entropy used command ::claim | Player rights = HELPER	
[4/21/23 09:22AM] Entropy used command ::claimdonation | Player rights = HELPER	
[4/21/23 09:24AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:26AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:26AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:27AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 09:34AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 09:45AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:56AM] Entropy used command ::voteboss | Player rights = HELPER	
[4/21/23 09:57AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:58AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:58AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:58AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:59AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 10:14AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:14AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:16AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:16AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:31AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:31AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 10:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 10:34AM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 10:35AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:36AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:38AM] Entropy used command ::tp noob | Player rights = HELPER	
[4/21/23 10:42AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:03AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 11:08AM] Entropy used command ::home | Player rights = HELPER	
[4/21/23 11:12AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:13AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:20AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:20AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:20AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:32AM] Entropy used command ::veiogar | Player rights = HELPER	
[4/21/23 11:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 11:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 11:34AM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 11:36AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:37AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:38AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:39AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:40AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:41AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:41AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:42AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:42AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:43AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:43AM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:50AM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 12:04PM] Entropy used command ::vote | Player rights = HELPER	
[4/21/23 12:05PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 12:10PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:14PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:15PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 12:16PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 12:16PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 12:17PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:18PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 12:31PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 12:33PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 12:35PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 12:35PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 12:41PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:04PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 01:04PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 01:08PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:22PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:25PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:30PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 01:34PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:34PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:35PM] Entropy used command ::home | Player rights = HELPER	
[4/21/23 01:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:46PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:47PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:47PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 01:48PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 01:53PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 02:04PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 02:10PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 02:14PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 02:14PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 02:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 02:29PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 02:29PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 02:32PM] Entropy used command ::totem | Player rights = HELPER	
[4/21/23 02:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 02:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 02:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 02:34PM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 02:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 02:40PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 02:40PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 02:47PM] Entropy used command ::perks | Player rights = HELPER	
[4/21/23 02:49PM] Entropy used command ::goto liam | Player rights = HELPER	
[4/21/23 02:49PM] Entropy used command ::tpto liam | Player rights = HELPER	
[4/21/23 02:49PM] Entropy used command ::goto liam | Player rights = HELPER	
[4/21/23 02:49PM] Entropy used command ::tp liam | Player rights = HELPER	
[4/21/23 03:03PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 03:06PM] Entropy used command ::voteboss | Player rights = HELPER	
[4/21/23 03:43PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 03:45PM] Entropy used command ::noble | Player rights = HELPER	
[4/21/23 03:47PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 03:47PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 04:30PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 04:30PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 04:31PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 04:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 04:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 04:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 04:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 04:42PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 04:42PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 04:42PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 05:17PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 05:17PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 05:17PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 05:17PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 05:17PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 05:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 05:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 05:34PM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 05:52PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 05:52PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 05:53PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 05:58PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:03PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 06:03PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:17PM] Entropy used command ::store | Player rights = HELPER	
[4/21/23 06:30PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:30PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 06:31PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 06:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 06:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 06:35PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:35PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:36PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 06:37PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:39PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:41PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:41PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:42PM] Entropy used command ::Bank | Player rights = HELPER	
[4/21/23 06:43PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:43PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:44PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:44PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 06:45PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:46PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:54PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 06:54PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 07:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 07:04PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 07:06PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 07:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 07:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 07:40PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 07:40PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 07:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 07:59PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:00PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:01PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:02PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:04PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:04PM] Entropy used command ::slayer | Player rights = HELPER	
[4/21/23 08:06PM] Entropy used command ::slayer | Player rights = HELPER	
[4/21/23 08:20PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:20PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:24PM] Entropy used command ::loots | Player rights = HELPER	
[4/21/23 08:27PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:30PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 08:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 08:31PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:31PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:33PM] Entropy used command ::nietails | Player rights = HELPER	
[4/21/23 08:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 08:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 08:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 08:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:39PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 08:40PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:57PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:58PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 08:59PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 09:05PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:24PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 09:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 09:34PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 09:36PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 09:44PM] Entropy used command ::vote | Player rights = HELPER	
[4/21/23 09:44PM] Entropy used command ::vote | Player rights = HELPER	
[4/21/23 09:45PM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45PM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45PM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:45PM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/21/23 09:57PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 10:01PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:02PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:02PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:05PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:07PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:07PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:08PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:09PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:10PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:10PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:11PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:12PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:14PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:17PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:18PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:19PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:20PM] Entropy used command ::merium | Player rights = HELPER	
[4/21/23 10:20PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 10:21PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:32PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 10:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 10:34PM] Entropy used command ::meruem | Player rights = HELPER	
[4/21/23 10:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:36PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:37PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:38PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:38PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:45PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:46PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:51PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 10:51PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 10:52PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:02PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 11:24PM] Entropy used command ::store | Player rights = HELPER	
[4/21/23 11:26PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:28PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:28PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:31PM] Entropy used command ::veigar | Player rights = HELPER	
[4/21/23 11:33PM] Entropy used command ::ninetails | Player rights = HELPER	
[4/21/23 11:35PM] Entropy used command ::golden | Player rights = HELPER	
[4/21/23 11:37PM] Entropy used command ::voteboss | Player rights = HELPER	
[4/21/23 11:37PM] Entropy used command ::home | Player rights = HELPER	
[4/21/23 11:37PM] Entropy used command ::vboss | Player rights = HELPER	
[4/21/23 11:39PM] Entropy used command ::pos | Player rights = HELPER	
[4/21/23 11:48PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:48PM] Entropy used command ::teleto beef supreme | Player rights = HELPER	
[4/21/23 11:49PM] Entropy used command ::bank | Player rights = HELPER	
[4/21/23 11:49PM] Entropy used command ::dropoff | Player rights = HELPER	
[4/21/23 11:55PM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:00AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:02AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 12:07AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:07AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 12:07AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:07AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 12:10AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:10AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 12:24AM] Entropy used command ::kick Kabal | Player rights = HELPER	
[4/22/23 12:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 12:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 12:34AM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 01:02AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 01:10AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 01:11AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 01:22AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:33AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 01:34AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 01:35AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:35AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 01:45AM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 01:49AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:15AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:20AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:20AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 08:33AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 08:34AM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 08:34AM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 08:36AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:37AM] Entropy used command ::store | Player rights = HELPER	
[4/22/23 08:37AM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 08:39AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:41AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:44AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 08:46AM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 08:48AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 08:54AM] Entropy used command ::perks | Player rights = HELPER	
[4/22/23 08:58AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 09:07AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 09:10AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:10AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:22AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 09:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 09:33AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 09:52AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:55AM] Entropy used command ::slayer | Player rights = HELPER	
[4/22/23 09:56AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 09:58AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 09:59AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 09:59AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 09:59AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 09:59AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 09:59AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:00AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:00AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:00AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:00AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:00AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:01AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:01AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:01AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:01AM] Entropy used command ::vbos | Player rights = HELPER	
[4/22/23 10:01AM] Entropy used command ::vboss | Player rights = HELPER	
[4/22/23 10:02AM] Entropy used command ::slayer | Player rights = HELPER	
[4/22/23 10:02AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:02AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:04AM] Entropy used command ::claim | Player rights = HELPER	
[4/22/23 10:05AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:06AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:07AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:11AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:28AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 10:29AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 10:30AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:32AM] Entropy used command ::veigar | Player rights = HELPER	
[4/22/23 10:33AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 10:35AM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 10:36AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 10:37AM] Entropy used command ::ninetails | Player rights = HELPER	
[4/22/23 10:38AM] Entropy used command ::meruem | Player rights = HELPER	
[4/22/23 10:39AM] Entropy used command ::golden | Player rights = HELPER	
[4/22/23 10:41AM] Entropy used command ::home | Player rights = HELPER	
[4/22/23 11:11AM] Entropy used command ::voteboss | Player rights = HELPER	
[4/22/23 11:12AM] Entropy used command ::collection | Player rights = HELPER	
[4/22/23 11:18AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:21AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:22AM] Entropy used command ::bank | Player rights = HELPER	
[4/22/23 11:23AM] Entropy used command ::pos | Player rights = HELPER	
[4/22/23 11:26AM] Entropy used command ::vote | Player rights = HELPER	
[4/22/23 11:27AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/22/23 11:27AM] Entropy used command ::reward 1 | Player rights = HELPER	
[4/22/23 11:27AM] Entropy used command ::reward 1 | Player rights = HELPER	
