[4/17/23 04:01AM] Kinda Savage used command ::vote | Player rights = PLAYER	
[4/21/23 08:35PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 08:36PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:48PM] Kinda Savage used command ::totem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:49PM] Kinda Savage used command ::yell new player dont forget you can use ::totem for boosts | Player rights = TORMENTED_DONATOR	
[4/21/23 09:02PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 06:40AM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 06:40AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:41AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:42AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:43AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:43AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:33AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:33AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 07:35AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 07:36AM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:37AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 07:38AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:58AM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 11:00AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/22/23 11:02AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:04AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:05AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:06AM] Kinda Savage used command ::yell ::vboss!! | Player rights = TORMENTED_DONATOR	
[4/22/23 11:10AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:13AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:13AM] Kinda Savage used command ::itemsstats | Player rights = TORMENTED_DONATOR	
[4/22/23 11:32AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 11:34AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 11:35AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:36AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:39AM] Kinda Savage used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/22/23 06:14PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:32PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 06:34PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 06:35PM] Kinda Savage used command ::merurm | Player rights = TORMENTED_DONATOR	
[4/22/23 06:35PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 07:03PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:06PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 07:32PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:34PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 07:35PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 07:36PM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 07:39PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:44PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 07:44PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:02PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 08:31PM] Kinda Savage used command ::yell 1min for all global bosses! | Player rights = TORMENTED_DONATOR	
[4/22/23 08:32PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 08:33PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 08:34PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 08:35PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 08:36PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 09:02PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:03PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:03PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:04PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 09:04PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:05PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:07PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:12PM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 09:15PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:15PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:15PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:22PM] Kinda Savage used command ::noble | Player rights = TORMENTED_DONATOR	
[4/22/23 09:29PM] Kinda Savage used command ::yell 33/50 for the vote boss! ez money!!! | Player rights = TORMENTED_DONATOR	
[4/22/23 09:32PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:34PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 09:34PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:35PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 09:35PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 09:37PM] Kinda Savage used command ::alter | Player rights = TORMENTED_DONATOR	
[4/22/23 09:37PM] Kinda Savage used command ::altar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:37PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 09:38PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:41PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:50PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 09:53PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:53PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:54PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 09:55PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:42AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:42AM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::reward1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::rewards 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:44AM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 05:45AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:45AM] Kinda Savage used command ::Reward 1 | Player rights = TORMENTED_DONATOR	
[4/23/23 05:45AM] Kinda Savage used command ::claim votes | Player rights = TORMENTED_DONATOR	
[4/23/23 05:46AM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:49AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:52AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:01AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:04AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:05AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 06:05AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 06:08AM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 06:08AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:01AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:04AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 08:04AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 08:05AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 08:06AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 08:34AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 08:42AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:43AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:08PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:10PM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 01:10PM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 01:23PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:30PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 01:37PM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 01:40PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 01:41PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:55PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:56PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 02:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:03PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:07PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 02:09PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:16PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:18PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:27PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 02:33PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34PM] Kinda Savage used command ::commands | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34PM] Kinda Savage used command ::commands | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34PM] Kinda Savage used command ::itemstats | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34PM] Kinda Savage used command ::itemstat | Player rights = TORMENTED_DONATOR	
[4/23/23 02:35PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 02:35PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:57PM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 03:01PM] Kinda Savage used command ::vegiar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:01PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 03:05PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:11PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 03:24PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:24PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 03:27PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 03:27PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:28PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 03:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 03:35PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 03:43PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 03:43PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 03:43PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 03:58PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:04PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:10PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 04:13PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:28PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 04:29PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:30PM] Kinda Savage used command ::yell 140 online!! 10 more for mass globals!! | Player rights = TORMENTED_DONATOR	
[4/23/23 04:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 04:33PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 04:34PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:42PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:46PM] Kinda Savage used command ::droptrue | Player rights = TORMENTED_DONATOR	
[4/23/23 04:46PM] Kinda Savage used command ::droptrue | Player rights = TORMENTED_DONATOR	
[4/23/23 04:46PM] Kinda Savage used command ::driopon | Player rights = TORMENTED_DONATOR	
[4/23/23 04:47PM] Kinda Savage used command ::dropson | Player rights = TORMENTED_DONATOR	
[4/23/23 04:47PM] Kinda Savage used command ::dropstrue | Player rights = TORMENTED_DONATOR	
[4/23/23 04:50PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 05:00PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:02PM] Kinda Savage used command ::dr | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:04PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:05PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 05:05PM] Kinda Savage used command ::dr | Player rights = TORMENTED_DONATOR	
[4/23/23 05:06PM] Kinda Savage used command ::dr | Player rights = TORMENTED_DONATOR	
[4/23/23 05:19PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:23PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 05:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 05:55PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 06:01PM] Kinda Savage used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:05PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 06:18PM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 06:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:31PM] Kinda Savage used command ::collectionlog | Player rights = TORMENTED_DONATOR	
[4/23/23 06:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 06:34PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 06:35PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 06:36PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 06:38PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:40PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:45PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:52PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:53PM] Kinda Savage used command ::alter | Player rights = TORMENTED_DONATOR	
[4/23/23 06:53PM] Kinda Savage used command ::altar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:53PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 06:55PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:05PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 07:07PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 07:22PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:23PM] Kinda Savage used command ::loot | Player rights = TORMENTED_DONATOR	
[4/23/23 07:23PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:23PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 07:28PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:28PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:33PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 07:41PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:42PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 07:43PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:49PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 07:52PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 08:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 08:11PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 08:15PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:25PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:25PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 08:26PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:26PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:26PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:26PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:27PM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 08:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 08:32PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 08:35PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 08:35PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 08:36PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:38PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:39PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:41PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:44PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:45PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:48PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:48PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:49PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:50PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:52PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:53PM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 08:54PM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:54PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 08:54PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:57PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:59PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:01PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:06PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:07PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:09PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:15PM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:17PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:18PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:19PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:21PM] Kinda Savage used command ::yell buying 3x3 aoe 20m cash. pm me. | Player rights = TORMENTED_DONATOR	
[4/23/23 09:25PM] Kinda Savage used command ::yell buying 3x3 aoe 25m offer. pm me.  | Player rights = TORMENTED_DONATOR	
[4/23/23 09:28PM] Kinda Savage used command ::yell yep whats up. | Player rights = TORMENTED_DONATOR	
[4/23/23 09:29PM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:29PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:31PM] Kinda Savage used command ::yell buying 3x3 drop rate perk 25m cash. | Player rights = TORMENTED_DONATOR	
[4/23/23 09:31PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:32PM] Kinda Savage used command ::yell buying 3x3 aoe perk 30m offer. pm me. | Player rights = TORMENTED_DONATOR	
[4/23/23 09:33PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 09:34PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 09:37PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:37PM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 09:38PM] Kinda Savage used command ::yell buying 3x3 aoe 30m offer 25m cash + buu shield. | Player rights = TORMENTED_DONATOR	
[4/23/23 09:40PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:42PM] Kinda Savage used command ::yell buying 3x3 aoe pm me! cash! | Player rights = TORMENTED_DONATOR	
[4/24/23 03:29AM] Kinda Savage used command ::yell buying 3x3 aoe perk! pm me! | Player rights = TORMENTED_DONATOR	
[4/24/23 03:30AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/24/23 03:31AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 03:32AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/24/23 03:33AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/24/23 03:35AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/24/23 03:35AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/24/23 03:43AM] Kinda Savage used command ::dropsoff | Player rights = TORMENTED_DONATOR	
[4/24/23 03:43AM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/24/23 04:01AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 04:02AM] Kinda Savage used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/24/23 04:04AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/24/23 04:22AM] Kinda Savage used command ::yell lets get some votes coming in! 19/50 for vboss! | Player rights = TORMENTED_DONATOR	
[4/24/23 04:27AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/24/23 04:31AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
