[4/16/23 09:55PM] Sad used command ::refer ents | Player rights = PLAYER	
[4/22/23 01:14AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 01:16AM] Sad used command ::teleto rak | Player rights = HELPER	
[4/22/23 01:16AM] Sad used command ::teleto rak | Player rights = HELPER	
[4/22/23 01:16AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 01:23AM] Sad used command ::yell vote vote!! | Player rights = HELPER	
[4/22/23 01:30AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 01:30AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 01:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 01:33AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 01:34AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 01:45AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 07:30AM] Sad used command ::teleto smelly arab | Player rights = HELPER	
[4/22/23 07:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 07:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 07:36AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 07:48AM] Sad used command ::elo | Player rights = HELPER	
[4/22/23 08:01AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:12AM] Sad used command ::teleto xtc | Player rights = HELPER	
[4/22/23 08:12AM] Sad used command ::teleto iron life | Player rights = HELPER	
[4/22/23 08:28AM] Sad used command ::teleto smelly arab | Player rights = HELPER	
[4/22/23 08:29AM] Sad used command ::teleto dwghtschrute | Player rights = HELPER	
[4/22/23 08:30AM] Sad used command ::teleto dwightshrute | Player rights = HELPER	
[4/22/23 08:31AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 08:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 08:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 08:34AM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 08:37AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 08:40AM] Sad used command ::kick Shore | Player rights = HELPER	
[4/22/23 08:43AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:51AM] Sad used command ::kick shore | Player rights = HELPER	
[4/22/23 08:55AM] Sad used command ::yell you guys are op! keep up the good work and dont forget to ::vote | Player rights = HELPER	
[4/22/23 08:55AM] Sad used command ::yell #tarnontop | Player rights = HELPER	
[4/22/23 09:01AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 09:02AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 09:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 09:03AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/22/23 09:06AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 09:07AM] Sad used command ::teleto 2147m | Player rights = HELPER	
[4/22/23 09:12AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 09:19AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 09:25AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 09:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 09:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 10:01AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 10:23AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 10:25AM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 10:26AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 10:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 10:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 10:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 10:35AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 10:37AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 10:38AM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 10:39AM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 10:42AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 10:51AM] Sad used command ::yell ::vote for awesome rewards!  | Player rights = HELPER	
[4/22/23 10:53AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 10:54AM] Sad used command ::teleto bourgondier | Player rights = HELPER	
[4/22/23 11:06AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 11:07AM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 11:24AM] Sad used command ::yell check your ::vote timers@@@ guaranteed $ drops and server support | Player rights = HELPER	
[4/22/23 11:24AM] Sad used command ::yell support | Player rights = HELPER	
[4/22/23 11:25AM] Sad used command ::yell double boss on vote spawn ::vote! ::reward 1 all to claim | Player rights = HELPER	
[4/22/23 11:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 11:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 11:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 11:34AM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 11:38AM] Sad used command ::home | Player rights = HELPER	
[4/22/23 11:58AM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 12:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 12:05PM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 12:09PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 12:11PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 12:11PM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 12:13PM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 12:16PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 12:18PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 12:19PM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 12:25PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 12:26PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 12:31PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 12:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 12:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 12:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 12:39PM] Sad used command ::wr3cked | Player rights = HELPER	
[4/22/23 12:42PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 12:48PM] Sad used command ::perks | Player rights = HELPER	
[4/22/23 12:55PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 01:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 01:09PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 01:11PM] Sad used command ::teleto mommy nami | Player rights = HELPER	
[4/22/23 02:26PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 02:27PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 02:28PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 02:29PM] Sad used command ::noble | Player rights = HELPER	
[4/22/23 02:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 02:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 02:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 02:35PM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 02:39PM] Sad used command ::teleto gor3whor3 | Player rights = HELPER	
[4/22/23 02:50PM] Sad used command ::yell check your ::vote timers! | Player rights = HELPER	
[4/22/23 02:51PM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/22/23 02:53PM] Sad used command ::teleto like my peep | Player rights = HELPER	
[4/22/23 02:54PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 02:58PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 02:59PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 03:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 03:22PM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 03:23PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 03:23PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 04:08PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 04:38PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 04:38PM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 05:14PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 05:15PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 06:30PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 06:42PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 06:53PM] Sad used command ::yell dont forget to ::vote for awesome rewards! | Player rights = HELPER	
[4/22/23 06:57PM] Sad used command ::perks | Player rights = HELPER	
[4/22/23 07:03PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 07:28PM] Sad used command ::teleto masterking1 | Player rights = HELPER	
[4/22/23 07:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 07:33PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 07:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 07:39PM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 07:40PM] Sad used command ::home | Player rights = HELPER	
[4/22/23 07:40PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 07:48PM] Sad used command ::kick tellur | Player rights = HELPER	
[4/22/23 07:51PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 07:57PM] Sad used command ::perks | Player rights = HELPER	
[4/22/23 08:11PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:11PM] Sad used command ::teletome kabal | Player rights = HELPER	
[4/22/23 08:11PM] Sad used command ::teleto kabal | Player rights = HELPER	
[4/22/23 08:12PM] Sad used command ::teleto kabal | Player rights = HELPER	
[4/22/23 08:16PM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 08:25PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:26PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:26PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 08:32PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 08:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 08:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 08:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 08:34PM] Sad used command ::yell ::meruem | Player rights = HELPER	
[4/22/23 08:35PM] Sad used command ::golden | Player rights = HELPER	
[4/22/23 08:38PM] Sad used command ::home | Player rights = HELPER	
[4/22/23 08:39PM] Sad used command ::collections | Player rights = HELPER	
[4/22/23 08:39PM] Sad used command ::collection | Player rights = HELPER	
[4/22/23 08:44PM] Sad used command ::noble | Player rights = HELPER	
[4/22/23 08:54PM] Sad used command ::teleto wizzy | Player rights = HELPER	
[4/22/23 08:55PM] Sad used command ::teleto wizzy | Player rights = HELPER	
[4/22/23 08:55PM] Sad used command ::teletome wizzt | Player rights = HELPER	
[4/22/23 08:55PM] Sad used command ::teletome wizzy | Player rights = HELPER	
[4/22/23 09:11PM] Sad used command ::teleto wizzy | Player rights = HELPER	
[4/22/23 09:17PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 09:18PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 09:20PM] Sad used command ::yell huge giveaway @ ::yellowkabal | Player rights = HELPER	
[4/22/23 09:47PM] Sad used command ::vote | Player rights = HELPER	
[4/22/23 09:48PM] Sad used command ::reward 1 all | Player rights = HELPER	
[4/22/23 09:49PM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 09:50PM] Sad used command ::yell ::vboss | Player rights = HELPER	
[4/22/23 09:53PM] Sad used command ::teletome lungs | Player rights = HELPER	
[4/22/23 09:55PM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 09:59PM] Sad used command ::yell check your ::vote timers! | Player rights = HELPER	
[4/22/23 10:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 10:04PM] Sad used command ::home | Player rights = HELPER	
[4/22/23 10:25PM] Sad used command ::teleto kabal | Player rights = HELPER	
[4/22/23 10:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 10:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 10:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 11:01PM] Sad used command ::yell dont forget to ::vote! | Player rights = HELPER	
[4/22/23 11:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 11:04PM] Sad used command ::dropoff | Player rights = HELPER	
[4/22/23 11:04PM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 11:05PM] Sad used command ::vboss | Player rights = HELPER	
[4/22/23 11:09PM] Sad used command ::yell ::vboss | Player rights = HELPER	
[4/22/23 11:12PM] Sad used command ::teletome ganon | Player rights = HELPER	
[4/22/23 11:17PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 11:19PM] Sad used command ::home | Player rights = HELPER	
[4/22/23 11:19PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 11:21PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 11:22PM] Sad used command ::home | Player rights = HELPER	
[4/22/23 11:46PM] Sad used command ::pos | Player rights = HELPER	
[4/22/23 11:49PM] Sad used command ::yell dont forget to ::vote! | Player rights = HELPER	
[4/23/23 12:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 12:05AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 12:31AM] Sad used command ::yell dont forget to ::vote! | Player rights = HELPER	
[4/23/23 12:31AM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/23/23 12:31AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 12:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/23/23 12:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/23/23 12:35AM] Sad used command ::golden | Player rights = HELPER	
[4/23/23 12:35AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 12:38AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 12:39AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 12:40AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 12:43AM] Sad used command ::dropoff | Player rights = HELPER	
[4/23/23 12:46AM] Sad used command ::yell i love seeing all of you grinding. keep up the good work :) | Player rights = HELPER	
[4/23/23 12:46AM] Sad used command ::yell make sure to vote! | Player rights = HELPER	
[4/23/23 12:49AM] Sad used command ::vboss | Player rights = HELPER	
[4/23/23 12:50AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 12:52AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 12:53AM] Sad used command ::dropoff | Player rights = HELPER	
[4/23/23 12:56AM] Sad used command ::teleto like my peep | Player rights = HELPER	
[4/23/23 12:57AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 01:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 01:29AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 01:30AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 01:31AM] Sad used command ::teleto profeta | Player rights = HELPER	
[4/23/23 01:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 01:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/23/23 01:35AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 01:54AM] Sad used command ::yell make sure to vote bc Alex is top tier owner | Player rights = HELPER	
[4/23/23 01:54AM] Sad used command ::yell ::vote | Player rights = HELPER	
[4/23/23 01:58AM] Sad used command ::teleto milner | Player rights = HELPER	
[4/23/23 01:59AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 02:02AM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/23/23 02:03AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 02:03AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 02:15AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 02:15AM] Sad used command ::teletome smelly arab | Player rights = HELPER	
[4/23/23 02:17AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 02:24AM] Sad used command ::yell take items out of pos for update@@@ | Player rights = HELPER	
[4/23/23 02:24AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 02:29AM] Sad used command ::kick nobledefeat | Player rights = HELPER	
[4/23/23 02:31AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 02:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/23/23 02:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/23/23 02:35AM] Sad used command ::golden | Player rights = HELPER	
[4/23/23 02:36AM] Sad used command ::vboss | Player rights = HELPER	
[4/23/23 02:37AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 04:38AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 04:38AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 04:39AM] Sad used command ::bank | Player rights = HELPER	
[4/23/23 04:40AM] Sad used command ::dropoff | Player rights = HELPER	
[4/23/23 05:14AM] Sad used command ::dropoff | Player rights = HELPER	
[4/23/23 05:28AM] Sad used command ::yell dont forget to ::vote! keep up the good work | Player rights = HELPER	
[4/23/23 05:28AM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/23/23 05:57AM] Sad used command ::dropoff | Player rights = HELPER	
[4/23/23 06:03AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 06:05AM] Sad used command ::ninetails | Player rights = HELPER	
[4/23/23 06:05AM] Sad used command ::muruem | Player rights = HELPER	
[4/23/23 06:05AM] Sad used command ::meruem | Player rights = HELPER	
[4/23/23 06:05AM] Sad used command ::golden | Player rights = HELPER	
[4/23/23 06:34AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 06:35AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 06:53AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 07:03AM] Sad used command ::veigar | Player rights = HELPER	
[4/23/23 07:04AM] Sad used command ::ninetails | Player rights = HELPER	
[4/23/23 07:05AM] Sad used command ::golden | Player rights = HELPER	
[4/23/23 07:05AM] Sad used command ::home | Player rights = HELPER	
[4/23/23 07:09AM] Sad used command ::teleto ao | Player rights = HELPER	
[4/23/23 07:14AM] Sad used command ::pos | Player rights = HELPER	
[4/23/23 07:15AM] Sad used command ::teleto kabal | Player rights = HELPER	
[4/23/23 07:29AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:59AM] Sad used command ::yell hosting raids after update@@@ | Player rights = HELPER	
[4/26/23 01:12AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:13AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:14AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:21AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:22AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:22AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:23AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:23AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:25AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:25AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:32AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:37AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:41AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 01:41AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:47AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:55AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:56AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:59AM] Sad used command ::home | Player rights = HELPER	
[4/26/23 01:59AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:11AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 02:22AM] Sad used command ::yell spots open at raids! come get your 2x2 aoe | Player rights = HELPER	
[4/26/23 02:22AM] Sad used command ::yell or anextra equip slot | Player rights = HELPER	
[4/26/23 03:05AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 03:06AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:08AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/26/23 03:09AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:10AM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/26/23 03:13AM] Sad used command ::yell ::muruem | Player rights = HELPER	
[4/26/23 03:14AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:19AM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 03:30AM] Sad used command ::home | Player rights = HELPER	
[4/26/23 03:30AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:31AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:50AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:55AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:59AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 04:10AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 04:10AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 04:12AM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 11:06AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 11:06AM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 11:08AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:09AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:09AM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 11:18AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:21AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 11:22AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:22AM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 11:23AM] Sad used command ::collection | Player rights = HELPER	
[4/26/23 11:24AM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 11:27AM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 11:28AM] Sad used command ::muruem | Player rights = HELPER	
[4/26/23 11:30AM] Sad used command ::golden | Player rights = HELPER	
[4/26/23 11:36AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:38AM] Sad used command ::yell open spots at raids@@@ come get your 2x2 aoe and extra | Player rights = HELPER	
[4/26/23 11:38AM] Sad used command ::yell equip slots | Player rights = HELPER	
[4/26/23 11:41AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:41AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:43AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:45AM] Sad used command ::yell its poppin at raids | Player rights = HELPER	
[4/26/23 11:47AM] Sad used command ::yell check your ::vote timers! show the server some love | Player rights = HELPER	
[4/26/23 11:51AM] Sad used command ::yell do ::peach for a giveaway and chill vibes@ :) | Player rights = HELPER	
[4/26/23 11:52AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:53AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:55AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:56AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:59AM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:06PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 12:06PM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 12:07PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:14PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:16PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:20PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:22PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:25PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:29PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:31PM] Sad used command ::yell dont forget to ::vote! show the server some love k3 | Player rights = HELPER	
[4/26/23 12:32PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:34PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:37PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:37PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:39PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:44PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 12:44PM] Sad used command ::teletome redx12 | Player rights = HELPER	
[4/26/23 12:45PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:49PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 12:50PM] Sad used command ::yell tarn #1 | Player rights = HELPER	
[4/26/23 12:51PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:53PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:54PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 12:58PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:00PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:04PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 01:08PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:10PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:10PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:15PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:15PM] Sad used command ::yell ::vote to show the server some love and show appreciation to alex | Player rights = HELPER	
[4/26/23 01:15PM] Sad used command ::yell for all his hard work@@@ | Player rights = HELPER	
[4/26/23 01:17PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:19PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:21PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:23PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:24PM] Sad used command ::yell new players make sure to ::ref peach =) | Player rights = HELPER	
[4/26/23 01:25PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:30PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:30PM] Sad used command ::yell ::vote | Player rights = HELPER	
[4/26/23 01:30PM] Sad used command ::yell ::reward 1 all to claim your vote :) | Player rights = HELPER	
[4/26/23 01:31PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:31PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 01:31PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 01:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 01:36PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 01:44PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 01:44PM] Sad used command ::teletome iron wizzy | Player rights = HELPER	
[4/26/23 01:47PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 01:55PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:01PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 02:08PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 02:08PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:09PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:32PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 02:36PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 02:36PM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 02:48PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 02:51PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:01PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:01PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 03:02PM] Sad used command ::bank | Player rights = HELPER	
