[4/14/23 06:08AM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/18/23 09:28PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 09:29PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 09:39PM] Suh used command ::vote | Player rights = MODERATOR	
[4/18/23 09:41PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/18/23 09:43PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/18/23 09:48PM] Suh used command ::vote | Player rights = MODERATOR	
[4/18/23 09:50PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 09:51PM] Suh used command ::yell first one to trade me at raids get a free Demon bow 2.5m stat | Player rights = MODERATOR	
[4/18/23 09:52PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 09:53PM] Suh used command ::yell first one to trade me at ::meruem get demon bow. jroc cant win | Player rights = MODERATOR	
[4/18/23 09:54PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 10:06PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 10:12PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/18/23 10:14PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/18/23 10:17PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/18/23 10:21PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 10:35PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/18/23 10:37PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 10:39PM] Suh used command ::yell ::ref walkchaos | Player rights = MODERATOR	
[4/18/23 10:40PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/18/23 10:45PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/18/23 10:48PM] Suh used command ::yell arghhhhhh! | Player rights = MODERATOR	
[4/18/23 10:48PM] Suh used command ::golden | Player rights = MODERATOR	
[4/18/23 10:52PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 10:57PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 10:58PM] Suh used command ::teleto a fatality | Player rights = MODERATOR	
[4/18/23 11:01PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 11:02PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:03PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:04PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:10PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:13PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:16PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:16PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:17PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:17PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 11:18PM] Suh used command ::pos | Player rights = MODERATOR	
[4/18/23 11:18PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 11:27PM] Suh used command ::bank | Player rights = MODERATOR	
[4/18/23 11:33PM] Suh used command ::reward 1 all | Player rights = MODERATOR	
[4/18/23 11:33PM] Suh used command ::vote | Player rights = MODERATOR	
[4/19/23 10:07AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 10:12AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 10:14AM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 10:15AM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 10:16AM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 10:17AM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 10:24AM] Suh used command ::teleto alex | Player rights = MODERATOR	
[4/19/23 10:33AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 10:38AM] Suh used command ::teleto rks | Player rights = MODERATOR	
[4/19/23 10:38AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:39AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:39AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:40AM] Suh used command ::slayer | Player rights = MODERATOR	
[4/19/23 10:43AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:43AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:44AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 10:44AM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 10:46AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 10:52AM] Suh used command ::yell thanks for the support jeff | Player rights = MODERATOR	
[4/19/23 10:56AM] Suh used command ::teleto rks | Player rights = MODERATOR	
[4/19/23 11:12AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:13AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:14AM] Suh used command ::vegiar | Player rights = MODERATOR	
[4/19/23 11:14AM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 11:15AM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 11:16AM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 11:17AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:19AM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 11:21AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:22AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:22AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:22AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:22AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:23AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:24AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:24AM] Suh used command ::teleto alex | Player rights = MODERATOR	
[4/19/23 11:25AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:28AM] Suh used command ::collection | Player rights = MODERATOR	
[4/19/23 11:30AM] Suh used command ::donate | Player rights = MODERATOR	
[4/19/23 11:34AM] Suh used command ::yell thanks for the support Niels | Player rights = MODERATOR	
[4/19/23 11:35AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:38AM] Suh used command ::wr3cked | Player rights = MODERATOR	
[4/19/23 11:41AM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 11:43AM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 11:44AM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 11:45AM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 11:46AM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 11:47AM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 11:49AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:49AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:50AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:50AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:50AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:51AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:52AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:53AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:54AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:54AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:55AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:56AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 11:56AM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 12:00PM] Suh used command ::yell remember to ::vote for vote boss! ::reward 1 all to claim your votes | Player rights = MODERATOR	
[4/19/23 12:00PM] Suh used command ::kills | Player rights = MODERATOR	
[4/19/23 12:00PM] Suh used command ::npckills | Player rights = MODERATOR	
[4/19/23 12:01PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 12:03PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 12:04PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 12:09PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 12:10PM] Suh used command ::dropoff | Player rights = MODERATOR	
[4/19/23 12:10PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:13PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 12:15PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 12:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 12:17PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 12:18PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 12:19PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:29PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:33PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:33PM] Suh used command ::teleto wr3cked | Player rights = MODERATOR	
[4/19/23 12:33PM] Suh used command ::teleto wr3cked | Player rights = MODERATOR	
[4/19/23 12:34PM] Suh used command ::teleto wr3cked | Player rights = MODERATOR	
[4/19/23 12:36PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:40PM] Suh used command ::yell remember to ::vote! 41/50 for vote boss ::reward 1 all to claim | Player rights = MODERATOR	
[4/19/23 12:41PM] Suh used command ::vote | Player rights = MODERATOR	
[4/19/23 12:43PM] Suh used command ::reward 1 all | Player rights = MODERATOR	
[4/19/23 12:43PM] Suh used command ::yell 1 more vote for vote boss! lets get it bois! | Player rights = MODERATOR	
[4/19/23 12:43PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 12:45PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 12:46PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 12:58PM] Suh used command ::kick zshana | Player rights = MODERATOR	
[4/19/23 01:03PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:04PM] Suh used command ::teleto tao | Player rights = MODERATOR	
[4/19/23 01:05PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 01:06PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 01:08PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 01:15PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 01:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 01:15PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 01:19PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 01:22PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 01:26PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:27PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:27PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:27PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:28PM] Suh used command ::yell $5000 rank achieved haha | Player rights = MODERATOR	
[4/19/23 01:30PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:32PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:40PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:41PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:43PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:45PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:46PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:48PM] Suh used command ::afk | Player rights = MODERATOR	
[4/19/23 01:49PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 01:53PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 01:58PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:06PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:07PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:07PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:13PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 02:13PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 02:16PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:17PM] Suh used command ::yell remember to ::vote 39/50 for vote boss ::reward 1 all to claim | Player rights = MODERATOR	
[4/19/23 02:27PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:27PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:28PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 02:29PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:29PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:40PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:40PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:41PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:42PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:43PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 02:43PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:44PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 02:46PM] Suh used command ::noble | Player rights = MODERATOR	
[4/19/23 03:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:11PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:12PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 03:12PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:14PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 03:16PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 03:17PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 03:18PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:19PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:22PM] Suh used command ::yell remember to ::vote ::reward 1 all to claim your votes | Player rights = MODERATOR	
[4/19/23 03:28PM] Suh used command ::teleto nobledefeat | Player rights = MODERATOR	
[4/19/23 03:30PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:30PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:31PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:31PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:31PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:32PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:32PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:51PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:52PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:55PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:56PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:57PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:58PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 03:58PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:58PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 03:59PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 04:08PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 04:09PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 04:09PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 04:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 04:11PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 04:12PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 04:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 04:16PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 04:53PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:53PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:53PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 04:54PM] Suh used command ::maxhit | Player rights = MODERATOR	
[4/19/23 05:05PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:05PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 05:05PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:06PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:08PM] Suh used command ::collection | Player rights = MODERATOR	
[4/19/23 05:12PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:14PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 05:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 05:16PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 05:18PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:19PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:30PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 05:31PM] Suh used command ::teleto asquad | Player rights = MODERATOR	
[4/19/23 06:01PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:08PM] Suh used command ::teleto zshana | Player rights = MODERATOR	
[4/19/23 06:08PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:15PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:16PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 06:17PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:19PM] Suh used command ::dropoff | Player rights = MODERATOR	
[4/19/23 06:20PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:20PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:26PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:31PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:31PM] Suh used command ::reward 1 all | Player rights = MODERATOR	
[4/19/23 06:40PM] Suh used command ::yell remember to ::vote! 41/50 for two vote bosses! | Player rights = MODERATOR	
[4/19/23 06:41PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:41PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:42PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 06:44PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 06:44PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 06:45PM] Suh used command ::vboss | Player rights = MODERATOR	
[4/19/23 06:48PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:52PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:53PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:54PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:55PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:55PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 06:56PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 07:00PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 07:06PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 07:08PM] Suh used command ::collection | Player rights = MODERATOR	
[4/19/23 07:09PM] Suh used command ::kick med nuts | Player rights = MODERATOR	
[4/19/23 07:10PM] Suh used command ::kick med nuts | Player rights = MODERATOR	
[4/19/23 07:11PM] Suh used command ::kick med nuts | Player rights = MODERATOR	
[4/19/23 07:12PM] Suh used command ::kick med nuts | Player rights = MODERATOR	
[4/19/23 07:12PM] Suh used command ::kick med nuts | Player rights = MODERATOR	
[4/19/23 07:14PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 07:14PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 07:15PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 07:16PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 07:18PM] Suh used command ::gamble | Player rights = MODERATOR	
[4/19/23 07:22PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 07:23PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 07:24PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 07:43PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 07:44PM] Suh used command ::collection | Player rights = MODERATOR	
[4/19/23 07:46PM] Suh used command ::yell remember to ::vote for vote boss ::reward 1 all to claim your votes | Player rights = MODERATOR	
[4/19/23 07:52PM] Suh used command ::bank | Player rights = MODERATOR	
[4/19/23 07:55PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 07:56PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 07:58PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:04PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:04PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:06PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:13PM] Suh used command ::dropon | Player rights = MODERATOR	
[4/19/23 08:13PM] Suh used command ::dropoff | Player rights = MODERATOR	
[4/19/23 08:13PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 08:14PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 08:14PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/19/23 08:15PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 08:19PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:24PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:31PM] Suh used command ::pos | Player rights = MODERATOR	
[4/19/23 08:47PM] Suh used command ::teleto ao | Player rights = MODERATOR	
[4/19/23 09:04PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 09:04PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 09:04PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/19/23 09:04PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/19/23 09:06PM] Suh used command ::golden | Player rights = MODERATOR	
[4/19/23 09:09PM] Suh used command ::checkbank ao | Player rights = MODERATOR	
[4/19/23 09:14PM] Suh used command ::kick o t t e r | Player rights = ADMINISTRATOR	
[4/19/23 09:15PM] Suh used command ::kick O T T E R | Player rights = ADMINISTRATOR	
[4/19/23 09:15PM] Suh used command ::kick o t t e r  | Player rights = ADMINISTRATOR	
[4/19/23 09:15PM] Suh used command ::kick o t t e r | Player rights = ADMINISTRATOR	
[4/19/23 09:20PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 09:20PM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/19/23 09:21PM] Suh used command ::ninetails | Player rights = ADMINISTRATOR	
[4/19/23 09:22PM] Suh used command ::meruem | Player rights = ADMINISTRATOR	
[4/19/23 09:24PM] Suh used command ::golden | Player rights = ADMINISTRATOR	
[4/19/23 09:27PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 09:27PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 09:28PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 09:29PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 09:29PM] Suh used command ::elo | Player rights = ADMINISTRATOR	
[4/19/23 09:29PM] Suh used command ::elo | Player rights = ADMINISTRATOR	
[4/19/23 09:29PM] Suh used command ::elo | Player rights = ADMINISTRATOR	
[4/19/23 10:17PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 10:19PM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/19/23 10:20PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 10:21PM] Suh used command ::ninetails | Player rights = ADMINISTRATOR	
[4/19/23 10:22PM] Suh used command ::raids | Player rights = ADMINISTRATOR	
[4/19/23 10:22PM] Suh used command ::raid | Player rights = ADMINISTRATOR	
[4/19/23 10:51PM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/19/23 10:52PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 10:52PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 10:53PM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/19/23 10:54PM] Suh used command ::dropoff | Player rights = ADMINISTRATOR	
[4/19/23 10:54PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 11:10PM] Suh used command ::donate | Player rights = ADMINISTRATOR	
[4/19/23 11:20PM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/19/23 11:21PM] Suh used command ::ninetails | Player rights = ADMINISTRATOR	
[4/19/23 11:23PM] Suh used command ::meruem | Player rights = ADMINISTRATOR	
[4/19/23 11:25PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 11:29PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 11:37PM] Suh used command ::gamble | Player rights = ADMINISTRATOR	
[4/19/23 11:43PM] Suh used command ::teleto ao | Player rights = ADMINISTRATOR	
[4/19/23 11:47PM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/19/23 11:49PM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/19/23 11:56PM] Suh used command ::vboss | Player rights = ADMINISTRATOR	
[4/20/23 12:00AM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/20/23 12:08AM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/20/23 12:10AM] Suh used command ::collection | Player rights = ADMINISTRATOR	
[4/20/23 12:12AM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/20/23 12:17AM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/20/23 12:19AM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/20/23 12:21AM] Suh used command ::ninetails | Player rights = ADMINISTRATOR	
[4/20/23 12:23AM] Suh used command ::golden | Player rights = ADMINISTRATOR	
[4/20/23 12:26AM] Suh used command ::yell remember to ::vote ::reward 1 all to claim your votes | Player rights = ADMINISTRATOR	
[4/20/23 12:26AM] Suh used command ::yell ::ref walkchaos | Player rights = ADMINISTRATOR	
[4/20/23 12:31AM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/20/23 12:49AM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/20/23 12:57AM] Suh used command ::yell thanks for the support | Player rights = ADMINISTRATOR	
[4/20/23 01:00AM] Suh used command ::pos | Player rights = ADMINISTRATOR	
[4/20/23 01:02AM] Suh used command ::yell buying $300 in name for $750 in bonds + 20m cash | Player rights = ADMINISTRATOR	
[4/20/23 01:05AM] Suh used command ::donate | Player rights = ADMINISTRATOR	
[4/20/23 01:10AM] Suh used command ::checkinv smurfit | Player rights = ADMINISTRATOR	
[4/20/23 01:11AM] Suh used command ::veigar | Player rights = ADMINISTRATOR	
[4/20/23 01:11AM] Suh used command ::bank | Player rights = ADMINISTRATOR	
