[4/15/23 12:28PM] Aaron used command ::bank | Player rights = PLAYER	
[4/26/23 08:42AM] Aaron used command ::elo | Player rights = TORMENTED_DONATOR	
[4/26/23 08:42AM] Aaron used command ::elo | Player rights = TORMENTED_DONATOR	
[4/26/23 08:43AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 08:47AM] Aaron used command ::elo | Player rights = TORMENTED_DONATOR	
[4/26/23 08:47AM] Aaron used command ::elo | Player rights = TORMENTED_DONATOR	
[4/26/23 08:50AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 08:53AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:03AM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/26/23 09:03AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:04AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/26/23 09:05AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:06AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/26/23 09:07AM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/26/23 09:09AM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/26/23 09:10AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:10AM] Aaron used command ::lano | Player rights = TORMENTED_DONATOR	
[4/26/23 09:11AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:11AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:18AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:20AM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/26/23 09:21AM] Aaron used command ::ref | Player rights = TORMENTED_DONATOR	
[4/26/23 09:22AM] Aaron used command ::bakn | Player rights = TORMENTED_DONATOR	
[4/26/23 09:23AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:23AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:23AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:24AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 09:24AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:25AM] Aaron used command ::afk | Player rights = TORMENTED_DONATOR	
[4/26/23 09:28AM] Aaron used command ::lano | Player rights = TORMENTED_DONATOR	
[4/26/23 09:35AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/26/23 09:41AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:43AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:44AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 09:49AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:02AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:02AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:03AM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/26/23 10:05AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/26/23 10:06AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/26/23 10:07AM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08AM] Aaron used command ::golden::vboss | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08AM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/26/23 10:09AM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/26/23 10:10AM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/26/23 10:12AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:12AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 11:00AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:01PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:01PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:02PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:05PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/26/23 10:06PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:07PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:08PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:11PM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/26/23 10:11PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/26/23 10:12PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:15PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:15PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:15PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 10:15PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:16PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:16PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:19PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 10:25PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 11:08PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 11:35PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/26/23 11:37PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/26/23 11:37PM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/26/23 11:37PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 11:39PM] Aaron used command ::dr | Player rights = TORMENTED_DONATOR	
[4/26/23 11:41PM] Aaron used command ::vote | Player rights = TORMENTED_DONATOR	
[4/26/23 11:43PM] Aaron used command ::ref | Player rights = TORMENTED_DONATOR	
[4/26/23 11:43PM] Aaron used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/26/23 11:43PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/26/23 11:50PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 12:05AM] Aaron used command ::veiga | Player rights = TORMENTED_DONATOR	
[4/27/23 12:05AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 12:06AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 12:07AM] Aaron used command ::goldenxd | Player rights = TORMENTED_DONATOR	
[4/27/23 12:08AM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 12:08AM] Aaron used command ::checkprayer | Player rights = TORMENTED_DONATOR	
[4/27/23 12:09AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 12:11AM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/27/23 12:17AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 12:20AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 12:34AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 12:44AM] Aaron used command ::hoe | Player rights = TORMENTED_DONATOR	
[4/27/23 12:44AM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/27/23 12:59AM] Aaron used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 01:07AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 01:08AM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 01:11AM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 01:11AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 08:45AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 08:49AM] Aaron used command ::walkchaos | Player rights = TORMENTED_DONATOR	
[4/27/23 08:57AM] Aaron used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 09:05AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 09:07AM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 09:08AM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 09:09AM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 09:14AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 09:23AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 09:24AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 09:25AM] Aaron used command ::train | Player rights = TORMENTED_DONATOR	
[4/27/23 09:25AM] Aaron used command ::Home | Player rights = TORMENTED_DONATOR	
[4/27/23 09:28AM] Aaron used command ::::home | Player rights = TORMENTED_DONATOR	
[4/27/23 09:28AM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/27/23 09:28AM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 09:53AM] Aaron used command ::ffs | Player rights = TORMENTED_DONATOR	
[4/27/23 09:55AM] Aaron used command ::nope | Player rights = TORMENTED_DONATOR	
[4/27/23 09:56AM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 10:00AM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 10:01AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 10:01AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 10:02AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 10:02AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 10:03AM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 10:05AM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 10:07AM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 10:07AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 10:08AM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 10:09AM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 10:17AM] Aaron used command ::Home | Player rights = TORMENTED_DONATOR	
[4/27/23 10:18AM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 01:17PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 02:34PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 03:05PM] Aaron used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 03:06PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 03:07PM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 03:08PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 03:11PM] Aaron used command ::home | Player rights = TORMENTED_DONATOR	
[4/27/23 03:11PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 03:35PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 03:51PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 04:04PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 04:06PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 04:08PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 04:08PM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 04:08PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 04:08PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 04:15PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 04:17PM] Aaron used command ::dr | Player rights = TORMENTED_DONATOR	
[4/27/23 04:17PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 04:29PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 04:35PM] Aaron used command ::veuar | Player rights = TORMENTED_DONATOR	
[4/27/23 04:35PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 04:37PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 04:46PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 04:47PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 04:51PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 04:52PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 04:55PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 04:59PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 05:02PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 05:03PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 05:03PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 05:03PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 05:03PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 05:03PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 05:04PM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 05:05PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 05:06PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 05:07PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 05:08PM] Aaron used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/27/23 05:08PM] Aaron used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/27/23 05:09PM] Aaron used command ::golden | Player rights = TORMENTED_DONATOR	
[4/27/23 05:09PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 05:09PM] Aaron used command ::luffy | Player rights = TORMENTED_DONATOR	
[4/27/23 05:20PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 05:20PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 05:22PM] Aaron used command ::ezone | Player rights = TORMENTED_DONATOR	
[4/27/23 05:32PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 05:32PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 05:35PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 05:39PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 06:14PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 06:14PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 06:16PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 06:19PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 06:31PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 06:35PM] Aaron used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/27/23 06:40PM] Aaron used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/27/23 06:44PM] Aaron used command ::bank | Player rights = TORMENTED_DONATOR	
[4/27/23 06:46PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 06:47PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
[4/27/23 06:52PM] Aaron used command ::collection | Player rights = TORMENTED_DONATOR	
[4/27/23 06:56PM] Aaron used command ::dr | Player rights = TORMENTED_DONATOR	
[4/27/23 06:56PM] Aaron used command ::pos | Player rights = TORMENTED_DONATOR	
