[4/16/23 08:53AM] Happy used command ::veigar | Player rights = PLAYER	
[4/23/23 09:28AM] Happy used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:29AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:39AM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:40AM] Happy used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:40AM] Happy used command ::reard 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:40AM] Happy used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:42AM] Happy used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:43AM] Happy used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:43AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:44AM] Happy used command ::Reward 1  | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:44AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:44AM] Happy used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:45AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:45AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Happy used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:21AM] Happy used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:47AM] Happy used command ::players | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:55AM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:59AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:59AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:00PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:00PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:01PM] Happy used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:04PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:31PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:33PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:33PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:34PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:36PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:51PM] Happy used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:51PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:26PM] Happy used command ::raids | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:35PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:35PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:35PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:36PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:38PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:39PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:40PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:40PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:40PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:41PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:43PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:46PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:02PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:03PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:05PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:06PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:07PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:08PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:09PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:18PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:21PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:21PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:25PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:27PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:28PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:28PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:29PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:32PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:39PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:39PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:41PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:41PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:47PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:47PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:51PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:51PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:52PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/26/23 03:55PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:06PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:13PM] Happy used command ::noble | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:22PM] Happy used command ::noble | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:25PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:32PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:49PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 04:52PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:01PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:06PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:06PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:07PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:08PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:10PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:10PM] Happy used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:17PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:28PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:29PM] Happy used command ::yell Anyone else for raids? | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:34PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:35PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:35PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 05:52PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:01PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:18PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:18PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:18PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:13PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:13PM] Happy used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:16PM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:16PM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:16PM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:16PM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:16PM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:49PM] Happy used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:52PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:52PM] Happy used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/26/23 07:59PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:10PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:11PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:20PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:27PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:27PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:32PM] Happy used command ::sad | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:35PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:41PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:43PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:43PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 08:44PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/27/23 01:36PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/27/23 02:17PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/27/23 03:05PM] Happy used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/27/23 03:06PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/27/23 03:07PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/27/23 03:08PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/27/23 05:48PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/27/23 05:50PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/27/23 06:11PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/27/23 06:14PM] Happy used command ::home | Player rights = MYSTICAL_DONATOR	
[4/27/23 06:26PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/27/23 07:35PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/27/23 07:37PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/27/23 08:10PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
