[4/15/23 06:34AM] Ruthie used command ::vote | Player rights = PLAYER	
[4/18/23 08:01AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 08:11AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 08:12AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 08:24AM] Ruthie used command ::Teleto isyutaru | Player rights = HELPER	
[4/18/23 08:24AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 08:29AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 08:41AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 08:42AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 08:42AM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 08:42AM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 09:12AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 09:12AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 09:12AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 09:12AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 09:14AM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 09:57AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 10:11AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 10:14AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 11:45AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 11:58AM] Ruthie used command ::wr3ckedyou | Player rights = HELPER	
[4/18/23 12:11PM] Ruthie used command ::veogar | Player rights = HELPER	
[4/18/23 12:11PM] Ruthie used command ::Teleto divine | Player rights = HELPER	
[4/18/23 12:11PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 12:12PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 12:16PM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 12:23PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 12:41PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 12:41PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 12:42PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 12:43PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 01:15PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 01:16PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 02:14PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 02:41PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 02:41PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 02:42PM] Ruthie used command ::mweuwm | Player rights = HELPER	
[4/18/23 02:42PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 02:42PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 02:42PM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 02:42PM] Ruthie used command ::vote | Player rights = HELPER	
[4/18/23 02:45PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 02:49PM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 02:51PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 02:58PM] Ruthie used command ::Teleto arab | Player rights = HELPER	
[4/18/23 03:11PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 03:35PM] Ruthie used command ::yell hoosierdaddy i like that name u from indy? | Player rights = HELPER	
[4/18/23 03:41PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 03:41PM] Ruthie used command ::ninetals | Player rights = HELPER	
[4/18/23 03:41PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 03:42PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 03:42PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 03:42PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 03:55PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 03:57PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:00PM] Ruthie used command ::Teleto hoosierdaddy | Player rights = HELPER	
[4/18/23 04:11PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:12PM] Ruthie used command ::VEIGAR | Player rights = HELPER	
[4/18/23 04:12PM] Ruthie used command ::NINETAILS | Player rights = HELPER	
[4/18/23 04:12PM] Ruthie used command ::VEIGAR | Player rights = HELPER	
[4/18/23 04:15PM] Ruthie used command ::Vboss | Player rights = HELPER	
[4/18/23 04:15PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 04:16PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 04:18PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:18PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 04:24PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:25PM] Ruthie used command ::Teleto ao | Player rights = HELPER	
[4/18/23 04:25PM] Ruthie used command ::Teleto ao | Player rights = HELPER	
[4/18/23 04:27PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:33PM] Ruthie used command ::teleto nobledefeat | Player rights = HELPER	
[4/18/23 04:34PM] Ruthie used command ::Teleto ao | Player rights = HELPER	
[4/18/23 04:36PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:36PM] Ruthie used command ::teleto redx12 | Player rights = HELPER	
[4/18/23 04:38PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:38PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:41PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 04:41PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 04:42PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 04:42PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 04:49PM] Ruthie used command ::teleto redx12 | Player rights = HELPER	
[4/18/23 04:50PM] Ruthie used command ::Teleto redx12 | Player rights = HELPER	
[4/18/23 04:50PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 04:52PM] Ruthie used command ::vote | Player rights = HELPER	
[4/18/23 04:53PM] Ruthie used command ::Yell ye ye | Player rights = HELPER	
[4/18/23 04:55PM] Ruthie used command ::Vboss | Player rights = HELPER	
[4/18/23 04:58PM] Ruthie used command ::Vboss | Player rights = HELPER	
[4/18/23 04:59PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 04:59PM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 05:06PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:07PM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 05:07PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::Reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::Reward 2 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:09PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/18/23 05:10PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:11PM] Ruthie used command ::..vekg | Player rights = HELPER	
[4/18/23 05:11PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 05:11PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 05:12PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 05:12PM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 05:12PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:32PM] Ruthie used command ::Teleto ao | Player rights = HELPER	
[4/18/23 05:32PM] Ruthie used command ::teleto ao | Player rights = HELPER	
[4/18/23 05:33PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 05:35PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 05:37PM] Ruthie used command ::kick rasengan | Player rights = HELPER	
[4/18/23 05:47PM] Ruthie used command ::pos | Player rights = HELPER	
[4/18/23 06:40PM] Ruthie used command ::teleto josh | Player rights = HELPER	
[4/18/23 06:40PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:41PM] Ruthie used command ::Veigar | Player rights = HELPER	
[4/18/23 06:43PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 06:43PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 06:47PM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 06:47PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 06:47PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 06:50PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:51PM] Ruthie used command ::home | Player rights = HELPER	
[4/19/23 12:33AM] Ruthie used command ::teleto slayer | Player rights = HELPER	
[4/19/23 12:34AM] Ruthie used command ::home | Player rights = HELPER	
[4/19/23 12:35AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/19/23 12:37AM] Ruthie used command ::home | Player rights = HELPER	
[4/19/23 12:42AM] Ruthie used command ::kick rks | Player rights = HELPER	
[4/19/23 12:43AM] Ruthie used command ::kick rks | Player rights = HELPER	
[4/19/23 12:43AM] Ruthie used command ::kick rks | Player rights = HELPER	
[4/19/23 12:43AM] Ruthie used command ::kick rks | Player rights = HELPER	
[4/19/23 12:45AM] Ruthie used command ::jail rks | Player rights = HELPER	
[4/19/23 12:55AM] Ruthie used command ::Teleto spaceape | Player rights = HELPER	
[4/19/23 12:58AM] Ruthie used command ::teleto dio | Player rights = HELPER	
[4/19/23 01:10AM] Ruthie used command ::Veigar | Player rights = HELPER	
[4/19/23 01:10AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 01:11AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 01:14AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 01:14AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 01:14AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 01:15AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 01:19AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 01:22AM] Ruthie used command ::yell we can see the individuals that buy items from his shop  | Player rights = HELPER	
[4/19/23 01:23AM] Ruthie used command ::Veigar | Player rights = HELPER	
[4/19/23 01:25AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 01:35AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/19/23 01:41AM] Ruthie used command ::golden | Player rights = HELPER	
[4/19/23 01:51AM] Ruthie used command ::yell don't waste ur time buying stuff from the shops. its all logged | Player rights = HELPER	
[4/19/23 01:53AM] Ruthie used command ::teleto atz | Player rights = HELPER	
[4/19/23 01:55AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 02:03AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:05AM] Ruthie used command ::Teleto atz | Player rights = HELPER	
[4/19/23 02:05AM] Ruthie used command ::teleto atz | Player rights = HELPER	
[4/19/23 02:05AM] Ruthie used command ::teleto atz | Player rights = HELPER	
[4/19/23 02:07AM] Ruthie used command ::Teleto atz | Player rights = HELPER	
[4/19/23 02:11AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:12AM] Ruthie used command ::Teleto atz | Player rights = HELPER	
[4/19/23 02:18AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:18AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 02:27AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:29AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:31AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:35AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/19/23 02:35AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:35AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:38AM] Ruthie used command ::teleto atz | Player rights = HELPER	
[4/19/23 02:40AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:40AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:51AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:52AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 02:52AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 03:02AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:29AM] Ruthie used command ::yell got pics of u snakes buying donar points etc | Player rights = HELPER	
[4/19/23 06:30AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/19/23 06:30AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/19/23 06:30AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:32AM] Ruthie used command ::meruem | Player rights = HELPER	
[4/19/23 06:33AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:35AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:35AM] Ruthie used command ::golden | Player rights = HELPER	
[4/19/23 06:38AM] Ruthie used command ::yell woot 503 donated | Player rights = HELPER	
[4/19/23 06:39AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:40AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 06:41AM] Ruthie used command ::bank | Player rights = HELPER	
[4/19/23 06:41AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 06:41AM] Ruthie used command ::pos | Player rights = HELPER	
[4/19/23 08:57AM] Ruthie used command ::vboss | Player rights = PLAYER	
[4/19/23 09:00AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 09:30AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 09:30AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 09:30AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 09:46AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:13AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:15AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:17AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:38AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:38AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:38AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:41AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:44AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:45AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:54AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 10:54AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:16AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:17AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:17AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:18AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:18AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:18AM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:21AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:25AM] Ruthie used command ::wr3ckedyou | Player rights = MYSTICAL_DONATOR	
[4/19/23 11:44AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:05PM] Ruthie used command ::home | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:13PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:14PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:14PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:15PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:15PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:16PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:16PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:16PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:19PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 12:19PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:43PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:44PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:44PM] Ruthie used command ::Reward 2 | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:44PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:44PM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:44PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:45PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:45PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:46PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:46PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:57PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:14PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:15PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:16PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:17PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:19PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:19PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:12AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:21AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:23AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:25AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:19AM] Ruthie used command ::veigarFR | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:19AM] Ruthie used command ::vEIGAR | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:20AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:22AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::Reward d1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:26AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:26AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:27AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:27AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:31AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:43AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:43AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:46AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:46AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:46AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:48AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:49AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:03AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:06AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:06AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:07AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:19AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:19AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:20AM] Ruthie used command ::ninetails::n: | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:20AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:20AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:21AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:23AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:23AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:24AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:25AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:27AM] Ruthie used command ::vigar::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:27AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:27AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:30AM] Ruthie used command ::gikdeb | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:30AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:31AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:32AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:34AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:38AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:39AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:39AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:42AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:44AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:44AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:44AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:45AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:46AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:47AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:49AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:51AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:54AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:58AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:12AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:17AM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:18AM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:18AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:19AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:21AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:22AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:23AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:23AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:49AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:16PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:16PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:19PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:20PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:20PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:23PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:23PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:49PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:50PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:50PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:16PM] Ruthie used command ::::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:16PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:20PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:21PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:31PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:35PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:35PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:38PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:40PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:40PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:41PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:42PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:42PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:43PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
