[4/13/23 09:09PM] Alex used command ::claim | Player rights = PLAYER	
[4/17/23 11:06AM] Alex used command ::yell make sure you all ::vote - boss spawns at 50 | Player rights = DEVELOPER	
[4/17/23 11:07AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 11:08AM] Alex used command ::spawn meruem | Player rights = DEVELOPER	
[4/17/23 11:08AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 11:08AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 11:10AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 11:10AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 11:12AM] Alex used command ::yell massive global spawns @ 100 players online | Player rights = DEVELOPER	
[4/17/23 11:12AM] Alex used command ::yell make sure you ::vote - doubling vboss on spawn | Player rights = DEVELOPER	
[4/17/23 11:15AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/17/23 11:15AM] Alex used command ::giveitem 19886 1 asquad | Player rights = DEVELOPER	
[4/17/23 11:24AM] Alex used command ::yell everyone ::vote asap - doubling spawn @ 50 | Player rights = DEVELOPER	
[4/17/23 11:40AM] Alex used command ::fpk | Player rights = DEVELOPER	
[4/17/23 11:52AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 11:52AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 11:54AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 11:54AM] Alex used command ::yell ::golden | Player rights = DEVELOPER	
[4/17/23 11:55AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 11:55AM] Alex used command ::yell ::veigar | Player rights = DEVELOPER	
[4/17/23 11:55AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 11:56AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 11:57AM] Alex used command ::Spawnvote | Player rights = DEVELOPER	
[4/17/23 11:57AM] Alex used command ::item 10025 | Player rights = DEVELOPER	
[4/17/23 11:58AM] Alex used command ::giteim 10025 500 fpk merk | Player rights = DEVELOPER	
[4/17/23 11:58AM] Alex used command ::giveitem 10025 500 fpk merk | Player rights = DEVELOPER	
[4/17/23 11:59AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/17/23 12:00PM] Alex used command ::giveall 2736 10 | Player rights = DEVELOPER	
[4/17/23 12:07PM] Alex used command ::giveitem 10025 2 astro | Player rights = DEVELOPER	
[4/17/23 12:07PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 12:07PM] Alex used command ::yell ::veigar | Player rights = DEVELOPER	
[4/17/23 12:07PM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/17/23 12:08PM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 12:08PM] Alex used command ::yell mass spawns @ ::veigar | Player rights = DEVELOPER	
[4/17/23 12:08PM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 12:09PM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 12:09PM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/17/23 12:09PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 12:09PM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 12:10PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 12:10PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 12:11PM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/17/23 12:11PM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/17/23 12:11PM] Alex used command ::yell ::ninetails | Player rights = DEVELOPER	
[4/17/23 12:11PM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/17/23 12:12PM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/17/23 12:13PM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 12:13PM] Alex used command ::golden | Player rights = DEVELOPER	
[4/17/23 12:13PM] Alex used command ::yell ::golden | Player rights = DEVELOPER	
[4/17/23 12:13PM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 12:14PM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 12:15PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 12:15PM] Alex used command ::yell ::vboss | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::vboss | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::fps | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::hide | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/17/23 12:16PM] Alex used command ::yell ::veigar | Player rights = DEVELOPER	
[4/17/23 12:17PM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/17/23 12:17PM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/17/23 12:17PM] Alex used command ::yell ::ninetails | Player rights = DEVELOPER	
[4/17/23 12:17PM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/17/23 12:17PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 12:18PM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 12:18PM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/17/23 12:18PM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 12:18PM] Alex used command ::yell ::golden - last mass | Player rights = DEVELOPER	
[4/17/23 12:18PM] Alex used command ::golden | Player rights = DEVELOPER	
[4/17/23 12:19PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 12:53PM] Alex used command ::fpk | Player rights = DEVELOPER	
[4/17/23 01:29PM] Alex used command ::yell make sure you all ::vote asap - doubling boss on spawn | Player rights = DEVELOPER	
[4/17/23 01:29PM] Alex used command ::perk | Player rights = DEVELOPER	
[4/17/23 01:29PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 01:32PM] Alex used command ::yell fyi: you can get $ scrolls from ::afk - just bring an alt | Player rights = DEVELOPER	
[4/17/23 01:45PM] Alex used command ::ipban froggers | Player rights = DEVELOPER	
[4/17/23 01:45PM] Alex used command ::ipban cheung | Player rights = DEVELOPER	
[4/17/23 04:37PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 06:13PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 06:32PM] Alex used command ::yell staff-apps are officialy open- feel free to apply! | Player rights = DEVELOPER	
[4/17/23 06:33PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/17/23 06:33PM] Alex used command ::random | Player rights = DEVELOPER	
[4/17/23 06:34PM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/17/23 06:34PM] Alex used command ::teleto cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:38PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:39PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkinv cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:40PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:41PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:42PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::teleto cameron | Player rights = DEVELOPER	
[4/17/23 06:43PM] Alex used command ::checkbank cameron | Player rights = DEVELOPER	
[4/17/23 06:44PM] Alex used command ::teleto cameron | Player rights = DEVELOPER	
[4/17/23 06:44PM] Alex used command ::random | Player rights = DEVELOPER	
[4/17/23 06:45PM] Alex used command ::item 8788 1 | Player rights = DEVELOPER	
[4/17/23 06:45PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/17/23 06:46PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/17/23 06:46PM] Alex used command ::giveitem 23058 2 cameron | Player rights = DEVELOPER	
[4/17/23 06:46PM] Alex used command ::find cursed | Player rights = DEVELOPER	
[4/17/23 06:46PM] Alex used command ::Giveitem 15003 1 cameron | Player rights = DEVELOPER	
[4/17/23 07:36PM] Alex used command ::giveyty rs original | Player rights = DEVELOPER	
[4/17/23 07:36PM] Alex used command ::giveyt rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22240 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22239 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22238 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22237 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22236 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22235 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22234 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:37PM] Alex used command ::giveitem 22233 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem  22232 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 22231 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 8832 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 15834 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 2736 500 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 15003 1 rs original | Player rights = DEVELOPER	
[4/17/23 07:38PM] Alex used command ::giveitem 15002 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::giveitem 15003 49 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::giveitem 15004 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::giveitem 20489 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::giveitem 20491 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::giveitem 20490 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/17/23 07:39PM] Alex used command ::Giveitem 23058 50 rs original | Player rights = DEVELOPER	
[4/17/23 07:42PM] Alex used command ::giveyt rs original | Player rights = DEVELOPER	
[4/17/23 07:49PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 07:57PM] Alex used command ::update 150 | Player rights = DEVELOPER	
[4/17/23 08:28PM] Alex used command ::yell and suddenly : people started killing bosses | Player rights = DEVELOPER	
[4/17/23 08:30PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/17/23 08:31PM] Alex used command ::teleto beef supreme | Player rights = DEVELOPER	
[4/17/23 08:31PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/17/23 08:36PM] Alex used command ::find 25 | Player rights = DEVELOPER	
[4/17/23 08:36PM] Alex used command ::giveitem 23058 1 don chapo | Player rights = DEVELOPER	
[4/17/23 08:37PM] Alex used command ::teletome mommy nami | Player rights = DEVELOPER	
[4/17/23 08:38PM] Alex used command ::teletome don chapo | Player rights = DEVELOPER	
[4/17/23 08:38PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/17/23 08:38PM] Alex used command ::giveitem 15004 1 don chapo | Player rights = DEVELOPER	
[4/17/23 08:39PM] Alex used command ::giveitem 7995 1 mommy nami | Player rights = DEVELOPER	
[4/17/23 08:40PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:40PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:41PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:41PM] Alex used command ::giveitem 7995 1 nadez | Player rights = DEVELOPER	
[4/17/23 08:41PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:42PM] Alex used command ::teletome beef supreme | Player rights = DEVELOPER	
[4/17/23 08:43PM] Alex used command ::givess beef supreme | Player rights = DEVELOPER	
[4/17/23 08:46PM] Alex used command ::givemod suh | Player rights = DEVELOPER	
[4/17/23 08:47PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:49PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:50PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:50PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:52PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 08:52PM] Alex used command ::update 50 | Player rights = DEVELOPER	
[4/17/23 08:58PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 09:02PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 09:07PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 09:07PM] Alex used command ::item 10946 | Player rights = DEVELOPER	
[4/17/23 09:14PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 09:23PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/17/23 09:23PM] Alex used command ::teletome ruthie | Player rights = DEVELOPER	
[4/17/23 09:25PM] Alex used command ::givess ruthie | Player rights = DEVELOPER	
[4/17/23 09:28PM] Alex used command ::teletome nelly | Player rights = DEVELOPER	
[4/17/23 09:29PM] Alex used command ::teletome slayer | Player rights = DEVELOPER	
[4/17/23 09:29PM] Alex used command ::givess slayer | Player rights = DEVELOPER	
[4/17/23 09:29PM] Alex used command ::givemod ao | Player rights = DEVELOPER	
[4/17/23 09:54PM] Alex used command ::yell remember you can have an account @ ::afk - get free $ scrolls | Player rights = DEVELOPER	
[4/17/23 10:06PM] Alex used command ::fiind bond | Player rights = DEVELOPER	
[4/17/23 10:06PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/17/23 10:06PM] Alex used command ::giveitem 23057 1 nobledefeat | Player rights = DEVELOPER	
[4/17/23 10:07PM] Alex used command ::giveitem 23057 2 entropy | Player rights = DEVELOPER	
[4/17/23 10:07PM] Alex used command ::giveitem 23057 1 zatrax | Player rights = DEVELOPER	
[4/17/23 10:08PM] Alex used command ::giveitem 23057 20 suh | Player rights = DEVELOPER	
[4/17/23 10:09PM] Alex used command ::giveitem 23057 20 ao | Player rights = DEVELOPER	
[4/17/23 10:41PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/17/23 10:44PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 10:44PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/17/23 10:44PM] Alex used command ::item 10835 100k | Player rights = DEVELOPER	
[4/17/23 10:44PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/17/23 10:44PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 10:45PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/17/23 10:52PM] Alex used command ::yell night everyone - talk tomorrow | Player rights = DEVELOPER	
[4/18/23 05:39AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/18/23 05:39AM] Alex used command ::giveitem 23057 100 ao | Player rights = DEVELOPER	
[4/18/23 05:40AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/18/23 05:40AM] Alex used command ::item 10835 500000000 | Player rights = DEVELOPER	
[4/18/23 05:58AM] Alex used command ::yell make sure you all ::vote - doubling boss on spawn | Player rights = DEVELOPER	
[4/18/23 06:27AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/18/23 06:53AM] Alex used command ::find cursed box | Player rights = DEVELOPER	
[4/18/23 06:53AM] Alex used command ::giveitem 15003 1 asoich | Player rights = DEVELOPER	
[4/18/23 07:44AM] Alex used command ::donate | Player rights = DEVELOPER	
[4/18/23 04:05PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/18/23 04:08PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/18/23 04:08PM] Alex used command ::giveitem 23058 1 jokerjambo | Player rights = DEVELOPER	
[4/18/23 04:09PM] Alex used command ::afk | Player rights = DEVELOPER	
[4/18/23 04:09PM] Alex used command ::giveyt sandesus | Player rights = DEVELOPER	
[4/18/23 04:09PM] Alex used command ::giveyt nobledefeat | Player rights = DEVELOPER	
[4/18/23 04:10PM] Alex used command ::giveitem 8788 1 nobledefeat | Player rights = DEVELOPER	
[4/18/23 04:13PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/18/23 04:13PM] Alex used command ::teletome loot | Player rights = DEVELOPER	
[4/18/23 04:15PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/18/23 04:15PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/18/23 04:34PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/18/23 04:34PM] Alex used command ::giveitem 23060 1 loot | Player rights = DEVELOPER	
[4/18/23 04:34PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 04:34PM] Alex used command ::find lamp | Player rights = DEVELOPER	
[4/18/23 04:34PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 11137 50 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 20542 1 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 13306 1 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 13300 1 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 13301 1 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 13304 1 loot | Player rights = DEVELOPER	
[4/18/23 04:35PM] Alex used command ::giveitem 18683 1 loot | Player rights = DEVELOPER	
[4/18/23 04:36PM] Alex used command ::giveitem 13305 1 loot | Player rights = DEVELOPER	
[4/18/23 04:36PM] Alex used command ::giveitem 13302 1 loot | Player rights = DEVELOPER	
[4/18/23 04:36PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/18/23 04:36PM] Alex used command ::Giveitem 19886 1 loot | Player rights = DEVELOPER	
[4/18/23 04:40PM] Alex used command ::Teletome author | Player rights = DEVELOPER	
[4/18/23 04:43PM] Alex used command ::teletome author | Player rights = DEVELOPER	
[4/18/23 04:51PM] Alex used command ::yell remember to ::vote guys - double boss on spawn | Player rights = DEVELOPER	
[4/18/23 05:28PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/18/23 05:30PM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/18/23 05:30PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/18/23 05:30PM] Alex used command ::vboss | Player rights = DEVELOPER	
[4/18/23 05:30PM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/18/23 05:30PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/18/23 05:32PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/18/23 05:33PM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/18/23 05:33PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/18/23 05:34PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 05:35PM] Alex used command ::item 8788 1 | Player rights = DEVELOPER	
[4/18/23 05:35PM] Alex used command ::item 8788 2 | Player rights = DEVELOPER	
[4/18/23 05:35PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 05:35PM] Alex used command ::golden | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::item 22234 | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::find overload | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::item 23126 | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:36PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:37PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:37PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:37PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:37PM] Alex used command ::god | Player rights = DEVELOPER	
[4/18/23 05:39PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/18/23 06:51PM] Alex used command ::checkinv josh | Player rights = DEVELOPER	
[4/18/23 06:51PM] Alex used command ::giveitem 22155 1 josh | Player rights = DEVELOPER	
[4/18/23 06:52PM] Alex used command ::giveitem 8788 1 josh | Player rights = DEVELOPER	
[4/18/23 06:52PM] Alex used command ::checkinv josh | Player rights = DEVELOPER	
[4/18/23 07:14PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 07:15PM] Alex used command ::checkinv | Player rights = DEVELOPER	
[4/18/23 07:15PM] Alex used command ::checkinv alex | Player rights = DEVELOPER	
[4/18/23 07:15PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 07:15PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/18/23 07:15PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/18/23 07:17PM] Alex used command ::item 10946 | Player rights = DEVELOPER	
[4/18/23 07:19PM] Alex used command ::item 17702 | Player rights = DEVELOPER	
[4/18/23 07:20PM] Alex used command ::find fazula | Player rights = DEVELOPER	
[4/18/23 07:20PM] Alex used command ::item 4070 | Player rights = DEVELOPER	
[4/18/23 09:16PM] Alex used command ::item 19624 | Player rights = DEVELOPER	
[4/18/23 09:41PM] Alex used command ::eq | Player rights = DEVELOPER	
[4/18/23 09:41PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/18/23 09:42PM] Alex used command ::item 4446 | Player rights = DEVELOPER	
[4/18/23 09:52PM] Alex used command ::find exode hood | Player rights = DEVELOPER	
[4/18/23 09:52PM] Alex used command ::item 22036 | Player rights = DEVELOPER	
