[4/15/23 06:09AM] Zshana used command ::train | Player rights = PLAYER	
[4/19/23 01:46PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:47PM] Zshana used command ::yell big sale my pos  | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:47PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:51PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:51PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:52PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:52PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:52PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:52PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:52PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::yell biggest sale in game my pos  | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:54PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:56PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:56PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:56PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:56PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:56PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:57PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:57PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:57PM] Zshana used command ::yell biggest sale in game my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:57PM] Zshana used command ::yell get everything u need ! | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:57PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:58PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:59PM] Zshana used command ::yell 300m + sale my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 01:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:00PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:01PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:01PM] Zshana used command ::Yell buying all DR GOD POTS 650K EA PM ME | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:03PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:09PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:10PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:10PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:10PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:11PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:12PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:13PM] Zshana used command ::yell buying all bonds/scrolls 40k ea in pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:13PM] Zshana used command ::yell biggest sale in game my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:13PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:13PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:13PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:14PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:16PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:16PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:16PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:16PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:17PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:17PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:19PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:19PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:21PM] Zshana used command ::yell buying all dr god pots 550k ea | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:21PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:25PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:26PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:27PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:27PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:28PM] Zshana used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:30PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:31PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:33PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:33PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:34PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:34PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:34PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:34PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:35PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:35PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:36PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:37PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:40PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:41PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:44PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:45PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:46PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:48PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:48PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::yell huge sale my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::yell hue | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:49PM] Zshana used command ::yell guguhu | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:50PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:50PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:52PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:55PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:56PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:56PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:56PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:57PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:57PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 02:59PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:01PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:02PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:05PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:05PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:05PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:07PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:07PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:07PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:07PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:10PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:10PM] Zshana used command ::yell big sale my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:11PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:12PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:13PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:13PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:14PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:14PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:14PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:14PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:15PM] Zshana used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:16PM] Zshana used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:17PM] Zshana used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:18PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:19PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:19PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:20PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:20PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:21PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:21PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:22PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:23PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:24PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:24PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:26PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:27PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:29PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:30PM] Zshana used command ::yell selling 1000$ in scrolls 50m offer | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:30PM] Zshana used command ::yell buying * | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:33PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:34PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:34PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:34PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:35PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:37PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:37PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:39PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:39PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:40PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:42PM] Zshana used command ::Yell buying all godly dr potions 750k ea | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:42PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:42PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:43PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:44PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:45PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:46PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:46PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:46PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:46PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:47PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:47PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:48PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:49PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:50PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:51PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:52PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:53PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:55PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:57PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:58PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:58PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 03:59PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:00PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:00PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:01PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:01PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:03PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:03PM] Zshana used command ::yell buying all god dr pots 750k ea | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:04PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:05PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:05PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:05PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:06PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:06PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:06PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:08PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:08PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:09PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:10PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:13PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:13PM] Zshana used command ::Dr | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:13PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:14PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:14PM] Zshana used command ::yell big sale my pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:15PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:15PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:19PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:22PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:24PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:24PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:25PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:27PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:31PM] Zshana used command ::yell buying all godly pots 750k ea | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:31PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:31PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:31PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:34PM] Zshana used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/19/23 04:34PM] Zshana used command ::bank | Player rights = OBSIDIAN_DONATOR	
