[4/21/23 07:00AM] Princespeach used command ::bank | Player rights = PLAYER	
[4/26/23 08:04AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:04AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:05AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:05AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:09AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:23AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:34AM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:34AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:37AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:38AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:39AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:41AM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:44AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:47AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:47AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 08:49AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:00AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:00AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:01AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:05AM] Princespeach used command ::lano | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:08AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:12AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:12AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:13AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:16AM] Princespeach used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:19AM] Princespeach used command ::reward 1 all  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:20AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:20AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:20AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:21AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:25AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:47AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 09:57AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:07AM] Princespeach used command ::vbosss | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:07AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:08AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:23AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:23AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:32AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 10:40AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:08AM] Princespeach used command ::yell going live everyone  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:09AM] Princespeach used command ::peach | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:10AM] Princespeach used command ::yell live@yt/princespeach RSPS ::PEACH giveaways and grind  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:10AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:11AM] Princespeach used command ::yell everyone do ::peach to join some juice giveaways :D  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:13AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:14AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:15AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:15AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:16AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:16AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:16AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:18AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:18AM] Princespeach used command ::yell live@yt/princespeach RSPS ::PEACH lots of boxes g/a  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:20AM] Princespeach used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:24AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:24AM] Princespeach used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:28AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:28AM] Princespeach used command ::l0l | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:29AM] Princespeach used command ::meruem  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:30AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:30AM] Princespeach used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:32AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:50AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:55AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/26/23 11:58AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:02PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:03PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:09PM] Princespeach used command ::yell rolling giveaway @::peach come get them boxes  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:13PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:13PM] Princespeach used command ::yell pc owner cape? | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:13PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:14PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:15PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:15PM] Princespeach used command ::yell maj box and cursed box giveaway ::peach | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:16PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:18PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:23PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:24PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:24PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:25PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:30PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:31PM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:41PM] Princespeach used command ::yell giveaway time @ ::peach  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:43PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:44PM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:50PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:51PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:51PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:52PM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:52PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:52PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:55PM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:55PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:56PM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:57PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:57PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 12:59PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:01PM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:03PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:04PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:04PM] Princespeach used command ::yell last giveaway of the stream dont miss out  | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:10PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/26/23 01:13PM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:16AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:27AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:28AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:30AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:35AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:35AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:38AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:38AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 12:39AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:04AM] Princespeach used command ::yell selling 52 dr perk  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:04AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:07AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:07AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:08AM] Princespeach used command ::yell chep dr items in my pos  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:11AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:11AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:20AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:22AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:46AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:50AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:50AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 01:55AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 02:31AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 02:31AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 02:45AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 02:47AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:06AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:08AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:11AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:13AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:14AM] Princespeach used command ::YELL LIVE@YT/PRINCESPEACH RSPS ::PEACH  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:14AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:16AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:18AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:20AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:22AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:23AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:23AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:23AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:25AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:34AM] Princespeach used command ::yell live@yt/princespeach RSPS ::PEACH  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:35AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:37AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:39AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:40AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:42AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:46AM] Princespeach used command ::yell rolling giveaway really soon @ ::peach  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 03:52AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:01AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:01AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:03AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:07AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:08AM] Princespeach used command ::yell live@yt/princespeach RSPS ::PEACH  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:11AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:11AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:14AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:15AM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:16AM] Princespeach used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:17AM] Princespeach used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:18AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:19AM] Princespeach used command ::yell rolling giveaway soon @ ::peach  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:20AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:24AM] Princespeach used command ::well | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:25AM] Princespeach used command ::yell rolling giveaway now @ ::peach  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:25AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:26AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:27AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:32AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:39AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:49AM] Princespeach used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:52AM] Princespeach used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:53AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:53AM] Princespeach used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/27/23 04:57AM] Princespeach used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:04AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:07AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:11AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:16AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:17AM] Princespeach used command ::yell time for the big giveaway  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:18AM] Princespeach used command ::yell 100$ box giveaway!!! | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:20AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:25AM] Princespeach used command ::yell rolling the giveaway in few mins @ ::peach  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:29AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:30AM] Princespeach used command ::yell rolling the giveaway nowwwwwww ::peach dont miss out  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:30AM] Princespeach used command ::yell its a 100$ box giveawawy  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:33AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:35AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:37AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/27/23 05:44AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:01AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:05AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:06AM] Princespeach used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:06AM] Princespeach used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:08AM] Princespeach used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:08AM] Princespeach used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:25AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:27AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:30AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 06:47AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:00AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:03AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:45AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:50AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:51AM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:51AM] Princespeach used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/27/23 07:53AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/27/23 09:08AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 09:09AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 09:19AM] Princespeach used command ::yell selling dr items in my pos  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 09:19AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 09:48AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:01AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:11AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:12AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:12AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:12AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:13AM] Princespeach used command ::yell pc 6x6 | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:13AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:14AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:14AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:15AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:18AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:24AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:24AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:25AM] Princespeach used command ::yell cheap dr in my pos  | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:27AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:27AM] Princespeach used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:31AM] Princespeach used command ::wr3cked | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:35AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:50AM] Princespeach used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:52AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:52AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 10:53AM] Princespeach used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:06AM] Princespeach used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:06AM] Princespeach used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:07AM] Princespeach used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:10AM] Princespeach used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:13AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:22AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/27/23 11:25AM] Princespeach used command ::bank | Player rights = OBSIDIAN_DONATOR	
