[4/16/23 10:52AM] Rhiannon used command ::refer | Player rights = PLAYER	
[4/26/23 09:07AM] Rhiannon used command ::yell keeeeeeeeeeeep voting guys! | Player rights = HELPER	
[4/26/23 09:07AM] Rhiannon used command ::yell op vote boss at every 50 votes | Player rights = HELPER	
[4/26/23 09:08AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 09:09AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/26/23 09:10AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 09:28AM] Rhiannon used command ::teleto roger | Player rights = HELPER	
[4/26/23 09:31AM] Rhiannon used command ::teleto roger | Player rights = HELPER	
[4/26/23 09:34AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 09:35AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 09:38AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 09:39AM] Rhiannon used command ::yell keep voting guys | Player rights = HELPER	
[4/26/23 09:54AM] Rhiannon used command ::yell #vote4tarn | Player rights = HELPER	
[4/26/23 10:03AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 10:05AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 10:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 10:07AM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/26/23 10:07AM] Rhiannon used command ::yell Everyone to ::vboss after meruem-golden | Player rights = HELPER	
[4/26/23 10:08AM] Rhiannon used command ::yell first vboss, then meruem then golden | Player rights = HELPER	
[4/26/23 10:08AM] Rhiannon used command ::teletome tao | Player rights = HELPER	
[4/26/23 10:09AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 10:10AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/26/23 10:11AM] Rhiannon used command ::yell ^^^^ | Player rights = HELPER	
[4/26/23 10:12AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 10:35AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 10:35AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 10:36AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 10:36AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 10:44AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 11:02AM] Rhiannon used command ::yell keeeeeeeeep voting homies | Player rights = HELPER	
[4/26/23 11:02AM] Rhiannon used command ::yell 12 votes until voteboss! | Player rights = HELPER	
[4/26/23 11:03AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 11:03AM] Rhiannon used command ::yell globals in 1 MINUTE!!!! Veigar-ninetails-meruem | Player rights = HELPER	
[4/26/23 11:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 11:07AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 11:08AM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 11:09AM] Rhiannon used command ::yell 2 more votes! | Player rights = HELPER	
[4/26/23 11:09AM] Rhiannon used command ::yell nvm kek | Player rights = HELPER	
[4/26/23 11:10AM] Rhiannon used command ::Home | Player rights = HELPER	
[4/26/23 12:05PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 12:06PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 12:06PM] Rhiannon used command ::Dropoff | Player rights = HELPER	
[4/26/23 12:07PM] Rhiannon used command ::golden | Player rights = HELPER	
[4/26/23 12:08PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 12:29PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 12:32PM] Rhiannon used command ::yell keep voting guys | Player rights = HELPER	
[4/26/23 12:35PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 12:36PM] Rhiannon used command ::yell keep voting guys ->>> voteboss is op :) | Player rights = HELPER	
[4/26/23 12:37PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 12:43PM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 12:46PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 12:54PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 12:55PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 12:55PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 12:58PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/26/23 01:05PM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 01:06PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 01:07PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 01:08PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 01:15PM] Rhiannon used command ::Yell ^^ | Player rights = HELPER	
[4/26/23 01:19PM] Rhiannon used command ::yell keeeeeeeeeep voting guysss | Player rights = HELPER	
[4/26/23 01:21PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 01:23PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 01:28PM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/26/23 01:28PM] Rhiannon used command ::Dropon | Player rights = HELPER	
[4/26/23 01:28PM] Rhiannon used command ::Dropoff | Player rights = HELPER	
[4/26/23 01:30PM] Rhiannon used command ::Yell lets goooo guys | Player rights = HELPER	
[4/26/23 01:33PM] Rhiannon used command ::yell veigar incoming, 11 votes till ::votebos | Player rights = HELPER	
[4/26/23 01:33PM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 01:34PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 01:34PM] Rhiannon used command ::yell 11 votes left for ::voteboss, doubled aswell leggo | Player rights = HELPER	
[4/26/23 01:37PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 01:37PM] Rhiannon used command ::yell doubled ::voteboss in 11 votes guys lets vote please | Player rights = HELPER	
[4/26/23 01:42PM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/26/23 01:43PM] Rhiannon used command ::yell 3 votes to ::voteboss let's go guys | Player rights = HELPER	
[4/26/23 01:43PM] Rhiannon used command ::yell it will be doubled^^^^^^ | Player rights = HELPER	
[4/26/23 01:44PM] Rhiannon used command ::yell votebosssssssssssss | Player rights = HELPER	
[4/26/23 01:44PM] Rhiannon used command ::yell it's going to be doubled | Player rights = HELPER	
[4/26/23 01:46PM] Rhiannon used command ::yell voteboss #2 pleasde | Player rights = HELPER	
[4/26/23 01:47PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 01:48PM] Rhiannon used command ::kick oblivion | Player rights = HELPER	
[4/26/23 01:56PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:03PM] Rhiannon used command ::teleto chill | Player rights = HELPER	
[4/26/23 02:04PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:05PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 02:06PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 02:08PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 02:10PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 02:10PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/26/23 02:14PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 02:26PM] Rhiannon used command ::yell dont forget to vote guys :) | Player rights = HELPER	
[4/26/23 02:28PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:28PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:31PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:32PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:32PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 02:35PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 02:36PM] Rhiannon used command ::yell everyone to veigar - ninetails - meruem | Player rights = HELPER	
[4/26/23 02:36PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 02:38PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 02:39PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 02:51PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 02:51PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 02:58PM] Rhiannon used command ::yell keep voting guysssssss | Player rights = HELPER	
[4/26/23 03:03PM] Rhiannon used command ::yell all 4 globals in 1 minute | Player rights = HELPER	
[4/26/23 03:03PM] Rhiannon used command ::yell order: veigar-ninetails-meruem-golden | Player rights = HELPER	
[4/26/23 03:03PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 03:05PM] Rhiannon used command ::Teletome chill | Player rights = HELPER	
[4/26/23 03:05PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 03:05PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 03:07PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 03:08PM] Rhiannon used command ::golden | Player rights = HELPER	
[4/26/23 03:09PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 03:20PM] Rhiannon used command ::teleto geidi primes | Player rights = HELPER	
[4/26/23 03:29PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 03:35PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 03:36PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 11:11PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 11:15PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 11:16PM] Rhiannon used command ::vote | Player rights = HELPER	
[4/26/23 11:16PM] Rhiannon used command ::yell buying 2.2m afk tickets | Player rights = HELPER	
[4/26/23 11:19PM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/26/23 11:21PM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 11:21PM] Rhiannon used command ::yell vboss is up guys! | Player rights = HELPER	
[4/26/23 11:21PM] Rhiannon used command ::reward 1 all | Player rights = HELPER	
[4/26/23 11:21PM] Rhiannon used command ::yell buying fazula book/yasuda wings/2.2m afk tickets | Player rights = HELPER	
[4/26/23 11:26PM] Rhiannon used command ::yell 24 votes left for next voteboss guyss | Player rights = HELPER	
[4/26/23 11:26PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 11:28PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 11:33PM] Rhiannon used command ::teleto entropy | Player rights = HELPER	
[4/26/23 11:35PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 11:37PM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 11:37PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 11:40PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/26/23 11:43PM] Rhiannon used command ::maxhit | Player rights = HELPER	
[4/26/23 11:44PM] Rhiannon used command ::yell buying 1.8mil vote tickets for 3mil bil pm me | Player rights = HELPER	
[4/26/23 11:48PM] Rhiannon used command ::yell buying 1.75m afk tickets for 3.5m bil pm me please | Player rights = HELPER	
[4/26/23 11:52PM] Rhiannon used command ::yell buying 1.75m afk tickets for 3.5mil bil | Player rights = HELPER	
[4/26/23 11:57PM] Rhiannon used command ::vote | Player rights = HELPER	
[4/26/23 11:57PM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 11:57PM] Rhiannon used command ::yell buying 1.75m afk tix for 3.5m | Player rights = HELPER	
[4/27/23 12:00AM] Rhiannon used command ::teleto itachi | Player rights = HELPER	
[4/27/23 12:00AM] Rhiannon used command ::teleto itachi | Player rights = HELPER	
[4/27/23 12:00AM] Rhiannon used command ::yell buying 1.75m afk tickets for 3.5m bil | Player rights = HELPER	
[4/27/23 12:01AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 12:02AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 12:05AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 12:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 12:07AM] Rhiannon used command ::teleto entropy | Player rights = HELPER	
[4/27/23 12:08AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/27/23 12:10AM] Rhiannon used command ::Home | Player rights = HELPER	
[4/27/23 12:34AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/27/23 12:36AM] Rhiannon used command ::teleto smoothie | Player rights = HELPER	
[4/27/23 12:37AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 12:37AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 12:40AM] Rhiannon used command ::teleto slayer | Player rights = HELPER	
[4/27/23 12:41AM] Rhiannon used command ::teleto slayer | Player rights = HELPER	
[4/27/23 12:43AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 05:44AM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/27/23 05:53AM] Rhiannon used command ::kills | Player rights = HELPER	
[4/27/23 06:05AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 06:05AM] Rhiannon used command ::yell keep voting guysssssssssss | Player rights = HELPER	
[4/27/23 06:05AM] Rhiannon used command ::teletome slayer | Player rights = HELPER	
[4/27/23 06:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 06:08AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/27/23 06:09AM] Rhiannon used command ::yell keep voting friends | Player rights = HELPER	
[4/27/23 06:10AM] Rhiannon used command ::Home | Player rights = HELPER	
[4/27/23 06:10AM] Rhiannon used command ::kills | Player rights = HELPER	
[4/27/23 06:11AM] Rhiannon used command ::kills | Player rights = HELPER	
[4/27/23 06:11AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 06:19AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 06:21AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 06:28AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 06:29AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 06:30AM] Rhiannon used command ::yell keep voting guys, close to voteboss | Player rights = HELPER	
[4/27/23 06:31AM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/27/23 06:32AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 06:36AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 06:49AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 07:01AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 07:02AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 07:02AM] Rhiannon used command ::yell keep voting guyss | Player rights = HELPER	
[4/27/23 07:02AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 07:04AM] Rhiannon used command ::yell veigar-ninetails-meruem | Player rights = HELPER	
[4/27/23 07:04AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 07:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 07:08AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/27/23 07:10AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 07:14AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 07:28AM] Rhiannon used command ::yell 9 votes until voteboss guys | Player rights = HELPER	
[4/27/23 07:28AM] Rhiannon used command ::yell let's goooo | Player rights = HELPER	
[4/27/23 07:33AM] Rhiannon used command ::Voteboss | Player rights = HELPER	
[4/27/23 07:46AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 07:48AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 07:52AM] Rhiannon used command ::mute sletje | Player rights = HELPER	
[4/27/23 07:52AM] Rhiannon used command ::mute 6h sletje | Player rights = HELPER	
[4/27/23 07:55AM] Rhiannon used command ::walkchaos | Player rights = HELPER	
[4/27/23 07:57AM] Rhiannon used command ::mute 6h ruthie | Player rights = HELPER	
[4/27/23 08:00AM] Rhiannon used command ::yell keep voting guys! | Player rights = HELPER	
[4/27/23 08:10AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:10AM] Rhiannon used command ::yell keep voting guyss | Player rights = HELPER	
[4/27/23 08:24AM] Rhiannon used command ::yell keep voting guyss | Player rights = HELPER	
[4/27/23 08:25AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 08:28AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:29AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:29AM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 08:30AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:32AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:35AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 08:36AM] Rhiannon used command ::yell buying a $150 in-name dono pm me | Player rights = HELPER	
[4/27/23 08:37AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 08:39AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 08:41AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 08:42AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 08:44AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 08:48AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 08:51AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 08:51AM] Rhiannon used command ::yell keep voting guyssss | Player rights = HELPER	
[4/27/23 08:55AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 09:01AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 09:03AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 09:04AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 09:05AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 09:06AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/27/23 09:08AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/27/23 09:09AM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/27/23 09:09AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 09:10AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 09:12AM] Rhiannon used command ::yell buying a $150 in-name donation pm me | Player rights = HELPER	
[4/27/23 09:20AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 09:26AM] Rhiannon used command ::yell keep voting guyssss | Player rights = HELPER	
[4/27/23 09:30AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 09:32AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 09:32AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 09:47AM] Rhiannon used command ::yell keeeeep voting guys | Player rights = HELPER	
[4/27/23 09:48AM] Rhiannon used command ::yell buying deathbringer bow pm me | Player rights = HELPER	
[4/27/23 09:54AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 09:59AM] Rhiannon used command ::yell buying deathbringer bow | Player rights = HELPER	
[4/27/23 10:01AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 10:05AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/27/23 10:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 10:08AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 10:11AM] Rhiannon used command ::wr3cked | Player rights = HELPER	
[4/27/23 10:18AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 10:19AM] Rhiannon used command ::yell keep voting folks | Player rights = HELPER	
[4/27/23 10:27AM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/27/23 10:29AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 10:44AM] Rhiannon used command ::teleto bulba | Player rights = HELPER	
[4/27/23 10:46AM] Rhiannon used command ::hide | Player rights = HELPER	
[4/27/23 10:46AM] Rhiannon used command ::hideme | Player rights = HELPER	
[4/27/23 10:51AM] Rhiannon used command ::home | Player rights = HELPER	
[4/27/23 10:52AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 10:52AM] Rhiannon used command ::yell keeeeeeeeeep voting guys | Player rights = HELPER	
[4/27/23 10:54AM] Rhiannon used command ::HOME | Player rights = HELPER	
[4/27/23 11:00AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/27/23 12:14PM] Rhiannon used command ::unmute sletje | Player rights = HELPER	
[4/27/23 12:15PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/27/23 12:18PM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/27/23 01:05PM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/27/23 01:06PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/27/23 01:06PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/27/23 01:07PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/27/23 01:08PM] Rhiannon used command ::Home | Player rights = HELPER	
[4/27/23 01:18PM] Rhiannon used command ::pos | Player rights = HELPER	
[4/27/23 01:35PM] Rhiannon used command ::veigar | Player rights = HELPER	
