[4/17/23 05:31PM] Author used command ::referral | Player rights = PLAYER	
[4/23/23 06:05PM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:09PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:10PM] Author used command ::yell buying high dr perk items - i will pay ur price - pm me | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:14PM] Author used command ::yell buying 80+ dr perks - name ur price in cash - pm | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:15PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:17PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:18PM] Author used command ::collection | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:19PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:30PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:31PM] Author used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:32PM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:33PM] Author used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:35PM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:36PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:42PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:29AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:30AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:30AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:30AM] Author used command ::yell buying high dr items - selling owner halo - buy new bow | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:31AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:32AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:33AM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:39AM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:39AM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:41AM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:41AM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:42AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:49AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:51AM] Author used command ::yell selling 73% dr perk pm me offers | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:52AM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:52AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:55AM] Author used command ::yell selling high dr perk - 73% - pm me offers :) | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:55AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:57AM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 11:57AM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:05PM] Author used command ::yell selling high dr perk - pm me offer - 73% | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:07PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:07PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:08PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:08PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:09PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:09PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:09PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:20PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:22PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:29PM] Author used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:33PM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:33PM] Author used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:34PM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:35PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:35PM] Author used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:39PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:39PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:46PM] Author used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:47PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:48PM] Author used command ::yell sale in pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:48PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:48PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:51PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:51PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:51PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:53PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:54PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 12:55PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:08PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:12PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:13PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:15PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:23PM] Author used command ::yell buying all innames 200 or less  | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:26PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:41PM] Author used command ::Yell gz red | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:42PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:45PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:45PM] Author used command ::yell buying bulk $ scrolls and bonds pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:47PM] Author used command ::yell buying all scrolls and bonds pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:47PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:49PM] Author used command ::yell buying all scrolls and bonds - pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:49PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:53PM] Author used command ::yell buying all scrolls and bonds pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:53PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:55PM] Author used command ::yell buying all bonds and scrolls 150k ea pm me, bulks 170k ea | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:58PM] Author used command ::yell buying all $ scrolls and bonds 160k ea pm me  | Player rights = OBSIDIAN_DONATOR	
[4/24/23 01:59PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:11PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:21PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:38PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:47PM] Author used command ::Vboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:48PM] Author used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:52PM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:54PM] Author used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:56PM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/24/23 02:59PM] Author used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:06PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:07PM] Author used command ::yell buying 2 dr perks paying silly price for both pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:07PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:10PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:10PM] Author used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:14PM] Author used command ::yell buying all dr perks - paying silly cash  | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:15PM] Author used command ::yell pm me if u have dr perk 85+ ill buy | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:15PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:18PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:18PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:21PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:24PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:25PM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:25PM] Author used command ::yell buying 2 more high dr perks, final 2 so high price | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:28PM] Author used command ::yell buying dr 85-90 28m and 90+ 38m pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:30PM] Author used command ::yell buying all 90+ dr perks - need 2 - 40m ea  | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:31PM] Author used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:32PM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:34PM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:35PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:37PM] Author used command ::Yell buying dr 90+ perks - 40m cash or 3x3 aoe + 20m cash ur choice | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:38PM] Author used command ::perks | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:40PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:41PM] Author used command ::Yell buying 90+ dr perks - 40m cash - pm me | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:44PM] Author used command ::yell buying all 87+ dr perks 40m cash pm me last 2 needed | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:45PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:46PM] Author used command ::yell buying high dr perks - 87+ - 40m cash | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:48PM] Author used command ::yell buying all dr perks 87+ - 40m cash | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:53PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 03:55PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:00PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:11PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:13PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:18PM] Author used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:20PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:28PM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:40PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 04:43PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:37PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:37PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:40PM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:47PM] Author used command ::Home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:49PM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/24/23 06:51PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:40PM] Author used command ::vboss | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:41PM] Author used command ::Home | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:45PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/24/23 07:48PM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:56AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:57AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:59AM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:00AM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:00AM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:04AM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:09AM] Author used command ::collection | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:21AM] Author used command ::tasks | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:24AM] Author used command ::dropon | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:24AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:26AM] Author used command ::kills | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:34AM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:35AM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:37AM] Author used command ::Home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:50AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:55AM] Author used command ::drops | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:57AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:58AM] Author used command ::yell selling yasuda and shingami pieces in pos cheap | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:04AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:04AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:09AM] Author used command ::dr | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:10AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:11AM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:13AM] Author used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:16AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:30AM] Author used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:31AM] Author used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:32AM] Author used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:33AM] Author used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/25/23 10:34AM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:00AM] Author used command ::droff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:04AM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:07AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:12AM] Author used command ::Home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:25AM] Author used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:26AM] Author used command ::Vboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 11:48AM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:55PM] Author used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:06PM] Author used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:09PM] Author used command ::pos | Player rights = OBSIDIAN_DONATOR	
