[4/20/23 07:34PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/20/23 07:34PM] (CC) Help. Said: Why no veteran iron	
[4/20/23 07:35PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/21/23 03:35PM] (CC) Help. Said: Whats next	
[4/21/23 03:36PM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 03:54PM] Has just redeemed a $10 Bond successfully!	
[4/21/23 06:27PM] (CC) Help. Said: /guys at what kc will i get mystic gloves?	
[4/21/23 06:27PM] (CC) Help. Said: /at 3k	
[4/21/23 06:28PM] (CC) Help. Said: Which npcs drop pet? like whn does it start	
[4/21/23 06:35PM] GLOBAL_BOSS|2142,5017,4|Said: Z'	
[4/21/23 06:35PM] Player dropping item: Vial, amount: 1	
[4/21/23 06:36PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 06:36PM] Has just redeemed a $1 Scroll successfully!	
[4/21/23 07:14PM] Player dropping item: Vial, amount: 1	
[4/21/23 07:35PM] GLOBAL_BOSS|2142,5017,12|Said: 1- tao;s	
[4/21/23 07:35PM] GLOBAL_BOSS|2142,5017,12|Said: 10 tails	
[4/22/23 06:20AM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/22/23 06:22AM] DEFAULT|2221,3756,0|Said:  /whats best to buy from donor shop first?	
[4/22/23 06:22AM] (CC) Help. Said: Yo	
[4/22/23 06:22AM] (CC) Help. Said: Whats best to buy from donor shopfirst?	
[4/22/23 06:22AM] DEFAULT|2223,3757,0|Said: Is it perm or temp	
[4/22/23 06:23AM] DEFAULT|2221,3756,0|Said: Zay no more	
[4/22/23 06:23AM] DEFAULT|2223,3756,0|Said: Gonna save for it	
[4/22/23 06:23AM] DEFAULT|2224,3757,0|Said: I zeee	
[4/22/23 06:23AM] DEFAULT|2224,3757,0|Said: Niceeeeeee	
[4/22/23 06:24AM] DEFAULT|2223,3758,0|Said: Wb money what do i spend it on	
[4/22/23 06:27AM] (CC) Help. Said: When u upgrade a wep what does it do?	
[4/22/23 06:27AM] (CC) Help. Said: Why when i examine it stat dont change on new wep	
[4/22/23 06:32AM] (CC) Help. Said: Is instance limited to how many u can kill?	
[4/22/23 06:35AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 06:44AM] (CC) Help. Said: In instance how many does it allow u to kill	
[4/22/23 06:50AM] Player dropping item: Vial, amount: 1	
[4/22/23 07:03AM] Player dropping item: Vial, amount: 1	
[4/22/23 07:27AM] (CC) Help. Said: /l	
[4/22/23 07:40AM] Player dropping item: Vial, amount: 1	
[4/22/23 07:40AM] Player dropping item: Vial, amount: 1	
[4/22/23 08:49AM] (CC) Help. Said: /ez	
[4/22/23 02:08PM] (CC) Help. Said: /what zone u at iron	
[4/22/23 02:09PM] (CC) Help. Said: /nb	
[4/22/23 02:17PM] Player dropping item: Super restore (1), amount: 1	
[4/22/23 02:17PM] Picked up gr.Item Super restore (1), amount: 1	
[4/22/23 02:17PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/22/23 02:35PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 02:35PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 02:38PM] (CC) Help. Said: /75m	
[4/22/23 02:38PM] (CC) Help. Said: 10m	
[4/22/23 02:38PM] (CC) Help. Said: Shaq plays	
[4/22/23 02:38PM] (CC) Help. Said: And.wins	
[4/22/23 03:20PM] Player dropping item: Vial, amount: 1	
[4/22/23 03:23PM] (CC) Help. Said: / does ddr give chance for 2 items with 2 diff perks?	
[4/22/23 03:23PM] VBOSS|2982,2773,0|Said: Where it go	
[4/22/23 03:23PM] VBOSS|2982,2773,0|Said: Tf	
[4/22/23 03:23PM] (CC) Help. Said: Missed boss wtf	
[4/22/23 03:24PM] (CC) Help. Said: 2x vote ploc	
[4/22/23 03:24PM] VBOSS|2977,2774,0|Said: Plox bb	
[4/22/23 03:24PM] VBOSS|2976,2773,0|Said: I give u kiss	
[4/22/23 03:26PM] VBOSS|2982,2775,0|Said: .//>?/"	
[4/22/23 03:26PM] VBOSS|2984,2775,0|Said: \	
[4/22/23 03:34PM] GLOBAL_BOSS|2142,5017,12|Said: Rig_drop_uokm8;true	
[4/22/23 03:35PM] GLOBAL_BOSS|2142,5017,12|Said: Oops	
[4/22/23 03:40PM] Player dropping item: Vial, amount: 1	
[4/22/23 03:42PM] (CC) Help. Said: Where to get pets guys	
[4/22/23 03:44PM] (CC) Help. Said: /someone take me raids	
[4/22/23 03:45PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/22/23 03:46PM] (CC) Help. Said: How do u get component?	
[4/22/23 04:17PM] ZONES1|2975,9486,12|Said: Fuck off	
[4/22/23 04:17PM] ZONES1|2975,9486,12|Said: Nerd\	
[4/22/23 04:19PM] (CC) Help. Said: I used to be the owner	
[4/22/23 04:19PM] (CC) Help. Said: In my dream	
[4/22/23 08:27PM] (CC) Help. Said: /go tank go go go	
[4/22/23 08:27PM] (CC) Help. Said: Woooooooo	
[4/23/23 12:58AM] ZONES1|2967,9490,16|Said: L0/where do 	
[4/23/23 12:58AM] (CC) Help. Said: Where do u use dr ticket?	
[4/23/23 01:03AM] (CC) Help. Said: /tboq::vwif	
[4/23/23 01:03AM] (CC) Help. Said: Just got solot tbow on osrs 	
[4/23/23 01:16AM] ZONES1|2965,9484,16|Said: Fuck off nerd	
[4/23/23 01:17AM] ZONES1|2965,9484,16|Said: Cause ur ragging on vid	
[4/23/23 01:17AM] ZONES1|2965,9484,16|Said: Gl on ban	
[4/23/23 01:17AM] ZONES1|2970,9491,16|Said: Kidding bro xd	
[4/23/23 01:19AM] ZONES1|2978,9491,16|Said: 0 now	
[4/23/23 01:19AM] ZONES1|2978,9491,16|Said: Cause of u	
[4/23/23 01:19AM] ZONES1|2978,9491,16|Said: Fr?	
[4/23/23 01:20AM] ZONES1|2976,9493,16|Said: Both dont get loot	
[4/23/23 01:20AM] ZONES1|2970,9498,16|Said: Lets see	
[4/23/23 01:20AM] ZONES1|2970,9498,16|Said: Kill em	
[4/23/23 01:20AM] ZONES1|2970,9498,16|Said: Nope	
[4/23/23 01:20AM] ZONES1|2970,9498,16|Said: Maybe cos iron	
[4/24/23 09:54AM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/24/23 09:55AM] (CC) Help. Said: /was the damage numbers changed	
[4/24/23 09:55AM] (CC) Help. Said: ?	
[4/24/23 09:56AM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 09:57AM] Player dropping item: Forsaken Boots, amount: 1	
[4/24/23 09:57AM] Picked up gr.Item Forsaken Boots, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:00AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:17AM] Player dropping item: Super restore (4), amount: 1	
[4/24/23 10:17AM] Player dropping item: Super restore (4), amount: 1	
[4/24/23 10:18AM] Picked up gr.Item Super restore (4), amount: 1	
[4/24/23 10:18AM] Picked up gr.Item Super restore (4), amount: 1	
[4/24/23 10:34AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:34AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:45AM] (CC) Help. Said: Owners x2 voteboss if you love jesus	
[4/24/23 10:45AM] VBOSS|2980,2771,0|Said: Shaq plays	
[4/24/23 10:45AM] VBOSS|2980,2771,0|Said: And.wins	
[4/24/23 10:45AM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 10:46AM] VBOSS|2980,2773,0|Said: Ehiannon	
[4/24/23 10:46AM] VBOSS|2980,2773,0|Said: We meet again	
[4/24/23 10:46AM] VBOSS|2980,2773,0|Said: Wtf	
[4/24/23 10:46AM] VBOSS|2980,2773,0|Said: R*	
[4/24/23 10:46AM] (CC) Help. Said: Spawn vote boss some weird thing happend where we killed it and it	
[4/24/23 10:46AM] (CC) Help. Said: Disappared	
[4/24/23 10:46AM] VBOSS|2981,2777,0|Said: Sad	
[4/24/23 10:46AM] VBOSS|2981,2777,0|Said: They hate us	
[4/24/23 10:48AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:06AM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 11:32AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:34AM] GLOBAL_BOSS|2135,5013,12|Said: Rig_drop;iron_uokm8;item=true"	
[4/24/23 11:38AM] Player dropping item: Vial, amount: 1	
[4/24/23 01:11PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/24/23 01:18PM] Player dropping item: Vial, amount: 1	
[4/24/23 01:26PM] (CC) Help. Said: !lvl strength	
[4/24/23 01:27PM] (CC) Help. Said: My strength level is 99.	
[4/24/23 01:28PM] (CC) Help. Said: ::reward 1 all	
[4/24/23 01:33PM] (CC) Help. Said: Cause hes ass	
[4/24/23 01:33PM] (CC) Help. Said: Wc mt b	
[4/24/23 01:33PM] (CC) Help. Said: L0l	
[4/24/23 02:00PM] Player dropping item: Sinful Boots, amount: 1	
[4/24/23 02:00PM] Picked up gr.Item Sinful Boots, amount: 1	
[4/24/23 02:00PM] Player dropping item: Fury shark, amount: 1	
[4/24/23 02:00PM] Picked up gr.Item Fury shark, amount: 1	
[4/24/23 02:01PM] Player dropping item: Fury shark, amount: 1	
[4/24/23 02:01PM] Picked up gr.Item Fury shark, amount: 1	
[4/24/23 02:01PM] Player dropping item: Fury shark, amount: 1	
[4/24/23 02:01PM] Picked up gr.Item Fury shark, amount: 1	
[4/24/23 02:01PM] Player dropping item: Fury shark, amount: 1	
[4/24/23 02:01PM] Player dropping item: Coin, amount: 963	
[4/24/23 02:01PM] Picked up gr.Item Fury shark, amount: 1	
[4/24/23 02:01PM] Picked up gr.Item Coin, amount: 963	
[4/24/23 02:03PM] Player dropping item: Vial, amount: 1	
[4/24/23 02:03PM] Player dropping item: Vial, amount: 1	
[4/24/23 02:03PM] (CC) Help. Said: ?	
[4/24/23 02:03PM] (CC) Help. Said: Slave is insanw	
[4/24/23 02:04PM] Player dropping item: Tarn token, amount: 5009	
[4/24/23 02:04PM] Picked up gr.Item Tarn token, amount: 5009	
[4/24/23 02:04PM] Player dropping item: Coin, amount: 889	
[4/24/23 02:05PM] Player dropping item: Coin, amount: 413	
[4/24/23 02:05PM] Picked up gr.Item Coin, amount: 1302	
[4/24/23 02:05PM] Player dropping item: Coin, amount: 302	
[4/24/23 02:05PM] Picked up gr.Item Coin, amount: 302	
[4/24/23 02:05PM] Player dropping item: Coin, amount: 302	
[4/24/23 02:05PM] Picked up gr.Item Coin, amount: 302	
[4/24/23 02:05PM] Player dropping item: Coin, amount: 5018302	
[4/24/23 02:05PM] Picked up gr.Item Coin, amount: 5018302	
[4/24/23 02:06PM] Player dropping item: Super restore (4), amount: 1	
[4/24/23 02:06PM] Picked up gr.Item Super restore (4), amount: 1	
[4/24/23 02:06PM] Player dropping item: Super restore (4), amount: 1	
[4/24/23 02:06PM] Picked up gr.Item Super restore (4), amount: 1	
[4/24/23 02:06PM] Player dropping item: Coin, amount: 127294000	
[4/24/23 02:06PM] Picked up gr.Item Coin, amount: 127294000	
[4/24/23 02:06PM] Player dropping item: Coin, amount: 127294000	
[4/24/23 02:06PM] Picked up gr.Item Coin, amount: 127294000	
[4/24/23 02:06PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:06PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:07PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:07PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:07PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:07PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:07PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:07PM] Player dropping item: Super restore (3), amount: 1	
[4/24/23 02:08PM] Picked up gr.Item Super restore (3), amount: 1	
[4/24/23 02:08PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/24/23 02:08PM] Player destroying item: -1, amount: 0	
[4/24/23 02:09PM] Player dropping item: Vial, amount: 1	
[4/24/23 05:40PM] Login. ip: 24.158.251.94, mac: Default string20210411160405.000000-300, uuid: E0-D5-5E-A0-B0-3F	
[4/24/23 05:40PM] (CC) Help. Said: /any single dads in my area	
[4/24/23 05:41PM] (CC) Help. Said: Milker?	
[4/24/23 05:41PM] (CC) Help. Said: Xtc is it the real xtc?	
[4/24/23 05:41PM] (CC) Help. Said: Pull out game lvl 1	
[4/24/23 05:44PM] (CC) Help. Said: Where do we get our first aoes?	
[4/24/23 05:44PM] (CC) Help. Said: Which boss?	
[4/24/23 05:44PM] (CC) Help. Said: Fuck man i am on avalon	
[4/24/23 05:44PM] (CC) Help. Said: Someone kill me pls	
[4/24/23 05:45PM] (CC) Help. Said: Noah	
[4/24/23 05:45PM] (CC) Help. Said: Collection log	
[4/24/23 05:45PM] (CC) Help. Said: Look at zinqrux collection log	
[4/24/23 05:45PM] (CC) Help. Said: No prob brother	
[4/24/23 05:45PM] (CC) Help. Said: Lmfao	
[4/24/23 05:46PM] (CC) Help. Said: A knee? or acne	
[4/24/23 05:46PM] (CC) Help. Said: I remember i was down bad in rs i made a girl character	
[4/24/23 05:46PM] (CC) Help. Said: And was roleplaying	
[4/24/23 05:46PM] (CC) Help. Said: With 2 accounts	
[4/24/23 05:47PM] (CC) Help. Said: Welcome to hell	
[4/24/23 05:48PM] (CC) Help. Said: Wc my bad	
[4/24/23 05:49PM] ZONES4|1645,5604,20|Said: <f><col=ffff00><shad=000000> v boss is great money	
[4/24/23 05:49PM] ZONES4|1645,5604,20|Said: @red@hi	
[4/24/23 05:50PM] ZONES4|1645,5604,20|Said: @red@ ddssd	
[4/24/23 05:53PM] (CC) Help. Said: Perc get u high	
[4/24/23 05:54PM] (CC) Help. Said: @lre@dsadsa	
[4/24/23 05:54PM] (CC) Help. Said: @dre@?	
[4/24/23 05:55PM] (CC) Help. Said: @dre@has recieved 1x disability check (e).	
[4/24/23 05:55PM] (CC) Help. Said: K im done guys sorry	
[4/24/23 05:55PM] (CC) Help. Said: My bad bruh smh	
[4/24/23 05:55PM] (CC) Help. Said: Im high as fuck	
[4/24/23 05:55PM] (CC) Help. Said: Don't do drugs	
[4/24/23 05:56PM] ZONES4|1643,5610,20|Said: @or3@ l00l	
[4/24/23 05:56PM] ZONES4|1643,5610,20|Said: @cr1@	
[4/24/23 05:56PM] ZONES4|1643,5610,20|Said: @cr2@	
[4/24/23 05:57PM] ZONES4|1643,5610,20|Said: @cr3@	
[4/24/23 05:58PM] ZONES4|1647,5606,20|Said: @yel@	
[4/24/23 05:58PM] ZONES4|1647,5606,20|Said: @yel@ d	
[4/24/23 05:59PM] ZONES4|1647,5608,20|Said: <col=ff0000><shad=15695415> ?	
[4/24/23 06:00PM] ZONES4|1647,5608,20|Said: <img=0>	
[4/24/23 06:01PM] Player dropping item: Vial, amount: 1	
[4/24/23 06:01PM] GLOBAL_BOSS|2139,5018,8|Said: What do i do with 119m billion (red) coins?	
[4/24/23 06:03PM] GLOBAL_BOSS|2139,5018,8|Said: <f><col=ff0000><shad=000000>you have recieved 1x hug from iron uokm8.	
[4/24/23 06:03PM] GLOBAL_BOSS|2139,5016,8|Said: Muah	
[4/24/23 06:03PM] GLOBAL_BOSS|2139,5018,12|Said: Xo	
[4/24/23 06:03PM] (CC) Help. Said: Why does viegar spawn off the timers of the others'/	
[4/24/23 06:04PM] (CC) Help. Said: Is the others longer timer?	
[4/24/23 06:15PM] Player dropping item: Vial, amount: 1	
