[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/19/23 12:57PM] Sender: Suh, Message: I can't lol	
[4/19/23 12:57PM] Sender: Suh, Message: You'll have to deal with it for the moment	
[4/19/23 12:57PM] Sender: Ppoopoo, Message: :(	
[4/19/23 12:58PM] Sender: Divine, Message: Is cape slot wing slot?	
[4/19/23 12:58PM] Sender: Author, Message: Yh	
[4/19/23 12:58PM] Sender: Suh, Message: Yes wings and cape is the same slot	
[4/19/23 12:58PM] Sender: Arab, Message: Sell 29$ pm me	
[4/19/23 12:58PM] Sender: Nobledefeat, Message: Suh can you kick shana please	
[4/19/23 12:58PM] Sender: Nobledefeat, Message: Hes stuck	
[4/19/23 12:58PM] Sender: Suh, Message: Yes	
[4/19/23 12:58PM] Sender: Leo, Message: Pos dont work?	
[4/19/23 12:59PM] Sender: Light, Message: Not unless your $50 donor atm	
[4/19/23 12:59PM] Sender: Light, Message: Fixed soon	
[4/19/23 12:59PM] Sender: Leo, Message: Anyone selling bones?	
[4/19/23 12:59PM] Sender: Light, Message: Ill just give u them come home	
[4/19/23 12:59PM] Sender: Professor, Message: Buying votes pm me	
[4/19/23 01:00PM] Sender: Alex, Message: Sheeeesh bois 130 online	
[4/19/23 01:01PM] Sender: Alex, Message: Only 20 more for massss bosses	
[4/19/23 01:01PM] Sender: Sad, Message: Yessss!	
[4/19/23 01:01PM] Sender: Nobledefeat, Message: Tarn on top baby! :)	
[4/19/23 01:01PM] Sender: Juust, Message: 10 alex xd'	
[4/19/23 01:01PM] Sender: Im a potato, Message: Everyone boot up the afk alts 	
[4/19/23 01:01PM] Sender: Juust, Message: U told 140	
[4/19/23 01:01PM] Sender: Light, Message: Alex looking very handsome rn	
[4/19/23 01:01PM] Sender: Light, Message: Good looks	
[4/19/23 01:01PM] Sender: Arab, Message: Selll double damage scrolls 1 hour	
[4/19/23 01:01PM] Sender: Boterkoek, Message: Alex go to sleep bud, u must be tired	
[4/19/23 01:01PM] Sender: Divine, Message: @alex where can i see upgrade prcentages?	
[4/19/23 01:01PM] Sender: Powaaaah, Message: Hm r vote scrolls? got 15 to sell	
[4/19/23 01:01PM] Sender: Alex, Message: Im at work brother	
[4/19/23 01:01PM] Sender: Divine, Message: Cant find it	
[4/19/23 01:02PM] Sender: Rasengan, Message: Sell votes pm me	
[4/19/23 01:02PM] Sender: Suh, Message: Upgrades are 100% success	
[4/19/23 01:02PM] Sender: Juust, Message: Buy votes 15k ea	
[4/19/23 01:02PM] Sender: Alex, Message: Wym upgrade percent ?	
[4/19/23 01:02PM] Sender: Asoich, Message: Buyin double cash perk	
[4/19/23 01:02PM] Sender: Alex, Message: Its 100% succesful	
[4/19/23 01:02PM] Sender: Divine, Message: Oh is it all 100%?	
[4/19/23 01:02PM] Sender: Divine, Message: Thats pog	
[4/19/23 01:02PM] Sender: Arab, Message: Sell double damage scrolls 1 hour pm me!	
[4/19/23 01:02PM] Sender: Im a potato, Message: Alex whats the chance of rolling aoe perk?	
[4/19/23 01:02PM] Sender: Killua, Message: Have to go:(	
[4/19/23 01:02PM] Sender: Im a potato, Message: Once u get staff drop	
[4/19/23 01:02PM] Sender: Scary terry, Message: Votes were going for 30k-40k ea yesterday	
[4/19/23 01:02PM] Sender: Light, Message: Oddly specific question	
[4/19/23 01:02PM] Sender: Alex, Message: 12-13%	
[4/19/23 01:02PM] Sender: Killua, Message: But lets make a deal alex	
[4/19/23 01:02PM] Sender: Im a potato, Message: Ty	
[4/19/23 01:02PM] Sender: Killua, Message: Ill stay	
[4/19/23 01:02PM] Sender: Alex, Message: That's on weapons drop tho	
[4/19/23 01:02PM] Sender: Killua, Message: But the bosses come at 140	
[4/19/23 01:02PM] Sender: Nobledefeat, Message: Mark wya	
[4/19/23 01:03PM] Sender: Markwhite93, Message: Train	
[4/19/23 01:03PM] Sender: Im a potato, Message: Yea i just wanted to know rough rates	
[4/19/23 01:03PM] Sender: Onlyfans, Message: Wag1	
[4/19/23 01:03PM] Sender: Killua, Message: Sounds good right?	
[4/19/23 01:03PM] Sender: Nobledefeat, Message: What boss at train	
[4/19/23 01:03PM] Sender: Markwhite93, Message: Goblin	
[4/19/23 01:03PM] Sender: Divine, Message: Anyone has owner attachment?	
[4/19/23 01:04PM] Sender: Veteran, Message: Any collector ammy this game?	
[4/19/23 01:04PM] Sender: Im a potato, Message: 15 votes left for vboss guys	
[4/19/23 01:04PM] Sender: Arab, Message: Sell double damage scrolls 1 hour pm me!	
[4/19/23 01:04PM] Sender: No, Message: Can u turn lava bones off ground loot?	
[4/19/23 01:04PM] Sender: Light, Message: Dont think so prolly just need a collectors necklace	
[4/19/23 01:05PM] Sender: No, Message: Can u get bone crusher?	
[4/19/23 01:05PM] Sender: Light, Message: Not that i know of	
[4/19/23 01:05PM] Sender: Inherited, Message: Anyone buying slayer ticket?	
[4/19/23 01:06PM] Sender: Akuna, Message: Slayerstore needs overhaul fr	
[4/19/23 01:06PM] Sender: Akuna, Message: Kek	
[4/19/23 01:07PM] Sender: Veteran, Message: How do i set pin?	
[4/19/23 01:07PM] Sender: Nobledefeat, Message: Nub!!!!!	
[4/19/23 01:07PM] Sender: Rho, Message: What do i do with donator rank ticket?	
[4/19/23 01:07PM] Sender: Im a potato, Message: Relog if the window disappeared	
[4/19/23 01:07PM] Sender: Sad, Message: For new players - 18k legs at home, 4th person to trade gets it :)	
[4/19/23 01:07PM] Sender: Veteran, Message: Relogged but still no window :)	
[4/19/23 01:07PM] Sender: Nub, Message: Egg	
[4/19/23 01:08PM] Sender: Nub, Message: Also, nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuut	
[4/19/23 01:08PM] Sender: Nub, Message: You're all cute/handsome.	
[4/19/23 01:08PM] Sender: Nobledefeat, Message: Nubbbbbb	
[4/19/23 01:08PM] Sender: Pr, Message: How much is antique bow?	
[4/19/23 01:08PM] Sender: Rho, Message: Selling donator rank ricket	
[4/19/23 01:08PM] Sender: Kingrock, Message: Hey new players in honor of wreckedyou, first to trade coming	
[4/19/23 01:08PM] Sender: Zshana, Message: Selling goku bow	
[4/19/23 01:09PM] Sender: Bokzty, Message: Kingrock i guess he rolled me tho	
[4/19/23 01:09PM] Sender: Sad, Message: Globals 4 mins !	
[4/19/23 01:09PM] Sender: Jizzle, Message: King rock ill take the surprise :p	
[4/19/23 01:09PM] Sender: Killua, Message: G2g	
[4/19/23 01:09PM] Sender: Killua, Message: Gn my guys	
[4/19/23 01:10PM] Sender: Cookie, Message: Gn	
[4/19/23 01:10PM] Sender: Juust, Message: Vote also 13 to go	
[4/19/23 01:10PM] Sender: Gim k0000, Message: Who wants to gim 	
[4/19/23 01:10PM] Sender: F e, Message: Nah screw ironman :)	
[4/19/23 01:10PM] Sender: Bandit, Message: Globals soon	
[4/19/23 01:10PM] Sender: Arab, Message: Sell double damage scrolls 1 hour	
[4/19/23 01:10PM] Sender: Kingrock, Message: First newer player to trade at boss teleport leviathan wins	
[4/19/23 01:11PM] Sender: Mana, Message: Pvm and slayer caskets in my pos	
[4/19/23 01:11PM] Sender: Nobledefeat, Message: Huge sale in my pos!	
[4/19/23 01:11PM] Sender: Kingrock, Message: Winner ppoopoo	
[4/19/23 01:11PM] Sender: Cookie, Message: This game needs some minigames..	
[4/19/23 01:11PM] Sender: Cookie, Message: Progress is a bit dumb	
[4/19/23 01:11PM] Sender: Griezmanrsps, Message: Buy coll neck for 2 vote	
[4/19/23 01:11PM] Sender: Bokzty, Message: Ffffff	
[4/19/23 01:11PM] Sender: Gim k0000, Message: The game is the minigame	
[4/19/23 01:12PM] Sender: Cookie, Message: No way  to progress than zones is a bit wanky	
[4/19/23 01:12PM] Sender: Jj fly, Message: A	
[4/19/23 01:12PM] Sender: Jj fly, Message: Anyone sell 3x perk for 150k"	
[4/19/23 01:12PM] Sender: Killua, Message: Ok ill wait for veigar	
[4/19/23 01:12PM] Sender: Killua, Message: And the rest	
[4/19/23 01:13PM] Sender: Juust, Message: Any1 selling x perks?	
[4/19/23 01:13PM] Sender: Griezmanrsps, Message: Buy coll	
[4/19/23 01:13PM] Sender: Cookie, Message: Very close to vboss	
[4/19/23 01:13PM] Sender: Powaaaah, Message: What is anchor for	
[4/19/23 01:13PM] Sender: Cookie, Message: It gives 150stats after specialgood stuff	
[4/19/23 01:13PM] Sender: Rho, Message: ::veigar	
[4/19/23 01:13PM] Sender: Onlyfans, Message: Lance gives 200	
[4/19/23 01:13PM] Sender: Veteran, Message: Which first?	
[4/19/23 01:14PM] Sender: Onlyfans, Message: ::veigar->::ninetails->::meruem	
[4/19/23 01:15PM] Sender: Suh, Message: ::ninetails	
[4/19/23 01:15PM] Sender: Im a potato, Message: Buying 3x3 aoe wep	
[4/19/23 01:15PM] Sender: Entropy, Message: Get your votes in, only 3 people more for voteboss! ::vote	
[4/19/23 01:16PM] Sender: Jeff, Message: ::meruem	
[4/19/23 01:16PM] Sender: Coke, Message: Someone do all perks	
[4/19/23 01:16PM] Sender: Cookie, Message: Rich pepes ftw	
[4/19/23 01:16PM] Sender: Dwightshrute, Message: Anyone got a 400k range weapon that want to trade?	
[4/19/23 01:16PM] Sender: Dio, Message:  what do i fill perks with?	
[4/19/23 01:16PM] Sender: Sad, Message: We love you alex	
[4/19/23 01:16PM] Sender: Cookie, Message: Make it triple alex ;3	
[4/19/23 01:17PM] Sender: Im a potato, Message: 7 votes til 2 vote boss	
[4/19/23 01:17PM] Sender: Im a potato, Message: So go vote nerds	
[4/19/23 01:17PM] Sender: Dwightshrute, Message: Hm does aoe go for sale?	
[4/19/23 01:17PM] Sender: Kingrock, Message: No way	
[4/19/23 01:17PM] Sender: Onlyfans, Message: 3x3 10m+   6x6   25m+	
[4/19/23 01:17PM] Sender: Im a potato, Message: Lol gz	
[4/19/23 01:18PM] Sender: Professor, Message: Buying votes 15k ea	
[4/19/23 01:18PM] Sender: Killua, Message: Only 7 votes	
[4/19/23 01:18PM] Sender: Kingrock, Message: Wow thats crazy	
[4/19/23 01:18PM] Sender: Killua, Message: Lets go	
[4/19/23 01:18PM] Sender: Dwightshrute, Message: Buying 3x3 aoe weapon	
[4/19/23 01:18PM] Sender: L i t s, Message: Juust at home	
[4/19/23 01:18PM] Sender: Im a potato, Message: Thats lucky	
[4/19/23 01:18PM] Sender: Onlyfans, Message: Nop iyd vhrzp	
[4/19/23 01:18PM] Sender: Inherited, Message: Anyone selling 3x3 aoe?	
[4/19/23 01:18PM] Sender: F e, Message: Yikes well out :(	
[4/19/23 01:18PM] Sender: Onlyfans, Message: Nope its cheap*	
[4/19/23 01:18PM] Sender: Onlyfans, Message: It'l go up. alot.	
[4/19/23 01:18PM] Sender: Coco, Message: Who drops collector neck?	
[4/19/23 01:18PM] Sender: Im a potato, Message: Buying 3x3 aoe for 7.5m+$50	
[4/19/23 01:18PM] Sender: Professor, Message: Buying votes 15k ea	
[4/19/23 01:18PM] Sender: Killua, Message: 4 votes!	
[4/19/23 01:18PM] Sender: Arab, Message: 4 votes	
[4/19/23 01:18PM] Sender: Killua, Message: Only 4	
[4/19/23 01:18PM] Sender: Kingrock, Message: 100 bond in pos 5m	
[4/19/23 01:19PM] Sender: Arab, Message: Alex triple the v boss 	
[4/19/23 01:19PM] Sender: Inherited, Message: Buying 3x3 aoe for like 20m	
[4/19/23 01:19PM] Sender: Ppoopoo, Message: Is there an infinite prayer item?	
[4/19/23 01:19PM] Sender: Im a potato, Message: 20m? xd	
[4/19/23 01:19PM] Sender: Vaasje, Message: But 20m in coins	
[4/19/23 01:19PM] Sender: Inherited, Message: Yeah xd basically my bank lol	
[4/19/23 01:19PM] Sender: Juust, Message: Buying votes 15m each	
[4/19/23 01:19PM] Sender: Inherited, Message: Nahh sadly not	
[4/19/23 01:19PM] Sender: Vaasje, Message: Or in bils	
[4/19/23 01:19PM] Sender: Inherited, Message: I got 1.6m bils and items ;d	
[4/19/23 01:20PM] Sender: Dwightshrute, Message: Selling $10 in name dono pm me if interested	
[4/19/23 01:20PM] Sender: Voki, Message: Whats the currency the red token?	
[4/19/23 01:20PM] Sender: Kingrock, Message: Yes	
[4/19/23 01:22PM] Sender: Juust, Message: Buying votes 15k ea	
[4/19/23 01:22PM] Sender: Im a potato, Message: Waa	
[4/19/23 01:22PM] Sender: Im a potato, Message: A third one	
[4/19/23 01:22PM] Sender: Inherited, Message: Voteboss is up 	
[4/19/23 01:22PM] Sender: Bandit, Message: Ty for spawns papi	
[4/19/23 01:22PM] Sender: Dwightshrute, Message: Ty	
[4/19/23 01:23PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:23PM] Sender: Professor, Message: Buying votes 17.5k ea	
[4/19/23 01:24PM] Sender: Sad, Message: Welcome welcome	
[4/19/23 01:24PM] Sender: Kingrock, Message: Damage booster is legitness	
[4/19/23 01:24PM] Sender: Arab, Message: Sell 80$	
[4/19/23 01:24PM] Sender: Arab, Message: Buy aoe 3x3	
[4/19/23 01:24PM] Sender: Im a potato, Message: Buying aoe wep	
[4/19/23 01:24PM] Sender: Asylum, Message: Heyo	
[4/19/23 01:25PM] Sender: Arab, Message: Buy aoe 3x3	
[4/19/23 01:25PM] Sender: Arab, Message: Sell 80$	
[4/19/23 01:25PM] Sender: Divine, Message: How do you know mage is gonna get a buff leol	
[4/19/23 01:25PM] Sender: Juust, Message: Buying votes 15k ea at home	
[4/19/23 01:26PM] Sender: Arab, Message: Sell 80$	
[4/19/23 01:26PM] Sender: L i t s, Message: Buying 2 votes 30k ea	
[4/19/23 01:26PM] Sender: Inherited, Message: Do perks stack when u have armour on?	
[4/19/23 01:27PM] Sender: Mad, Message: Selling vote scrolls cheapeesr my pos	
[4/19/23 01:27PM] Sender: Kinda savage, Message: Some perks do and some don't inherited	
[4/19/23 01:27PM] Sender: Killua, Message: Gn yall	
[4/19/23 01:27PM] Sender: Im a potato, Message: Buying 3x3 aoe wep	
[4/19/23 01:27PM] Sender: Dwightshrute, Message: Also buying one	
[4/19/23 01:28PM] Sender: Dwightshrute, Message: Wow lol	
[4/19/23 01:28PM] Sender: Cookie, Message: Jesus	
[4/19/23 01:28PM] Sender: Bot, Message: How much do people buy each $ for?	
[4/19/23 01:28PM] Sender: Onlyfans, Message: Pog	
[4/19/23 01:28PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:28PM] Sender: Kingrock, Message: Gzzzzz	
[4/19/23 01:29PM] Sender: Rasengan, Message: Any1 selling kc perk?	
[4/19/23 01:29PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:29PM] Sender: Shrazdek, Message: Damnnn red champion body with 1.5	
[4/19/23 01:29PM] Sender: Dwightshrute, Message: Selling $10 in name dono and buying aoe weapon	
[4/19/23 01:30PM] Sender: Sad, Message: L00l	
[4/19/23 01:30PM] Sender: Juust, Message: Buying votes 15k each at home	
[4/19/23 01:30PM] Sender: Im a potato, Message: Buying 3x3 aoe wep good offer	
[4/19/23 01:31PM] Sender: Elven, Message: Hm is a aoe weapon	
[4/19/23 01:31PM] Sender: Pork belly, Message:  hi	
[4/19/23 01:31PM] Sender: Im a potato, Message: 10m ish for cheapest one	
[4/19/23 01:31PM] Sender: Shrazdek, Message: Did i see someone say earlier gear upgrades are 100%	
[4/19/23 01:31PM] Sender: Im a potato, Message: They are	
[4/19/23 01:31PM] Sender: Niels, Message: Yes	
[4/19/23 01:31PM] Sender: Saladin, Message: Welcome pork	
[4/19/23 01:31PM] Sender: Dwightshrute, Message: Buying 3x3 aoe and trading 400k melee weapon for range	
[4/19/23 01:31PM] Sender: Elven, Message: Buying aoe weapon	
[4/19/23 01:31PM] Sender: Pork belly, Message:  hows it going	
[4/19/23 01:32PM] Sender: Juust, Message: 4 more people and we hit 140	
[4/19/23 01:33PM] Sender: Elven, Message: Any1 selling a aoe weapon	
[4/19/23 01:33PM] Sender: Pork belly, Message:  how i tp 	
[4/19/23 01:33PM] Sender: Cookie, Message: T under world map	
[4/19/23 01:33PM] Sender: Onlyfans, Message: ::yellowzone	
[4/19/23 01:33PM] Sender: Im a potato, Message: The t next to map	
[4/19/23 01:33PM] Sender: Pork belly, Message:  tyty	
[4/19/23 01:33PM] Sender: Zaryte, Message: Good job only :)	
[4/19/23 01:33PM] Sender: Onlyfans, Message: Huge drop party ### ::yellowzone	
[4/19/23 01:34PM] Sender: Inherited, Message: Omg omw	
[4/19/23 01:34PM] Sender: Im a potato, Message: Bruh	
[4/19/23 01:34PM] Sender: Kingrock, Message: No way	
[4/19/23 01:34PM] Sender: Gim k0000, Message: Loooooool	
[4/19/23 01:34PM] Sender: Inherited, Message: Hahaahahaahaha	
[4/19/23 01:34PM] Sender: Hc pvm, Message: Trollin	
[4/19/23 01:34PM] Sender: Zshana, Message: ??	
[4/19/23 01:34PM] Sender: Niels, Message: Lmao	
[4/19/23 01:34PM] Sender: Juust, Message: Buying votes at home 15k ea	
[4/19/23 01:34PM] Sender: Jj fly, Message: Lollll	
[4/19/23 01:34PM] Sender: Happy, Message: My god	
[4/19/23 01:34PM] Sender: Onlyfans, Message: X.ddddddddddddddddddd	
[4/19/23 01:34PM] Sender: Voki, Message: Smh	
[4/19/23 01:34PM] Sender: Suh, Message: No shot lol	
[4/19/23 01:34PM] Sender: Inherited, Message: L0l0ll	
[4/19/23 01:34PM] Sender: Im a potato, Message: This is like a fkin 15 year old joke	
[4/19/23 01:34PM] Sender: Griezmanrsps, Message: Buy coll 30k	
[4/19/23 01:34PM] Sender: Jj fly, Message: Lollll	
[4/19/23 01:34PM] Sender: Zaryte, Message: Tease de noobs :(	
[4/19/23 01:34PM] Sender: Entropy, Message: I'm high, you got me right there.	
[4/19/23 01:34PM] Sender: Onlyfans, Message: Sorry bois	
[4/19/23 01:34PM] Sender: Onlyfans, Message: Xd	
[4/19/23 01:34PM] Sender: Kingrock, Message: Have not seen that many fall for it since 2006	
[4/19/23 01:34PM] Sender: Pork belly, Message:  best thing to donate for?	
[4/19/23 01:34PM] Sender: Jj fly, Message: Lol damn bro good one	
[4/19/23 01:34PM] Sender: Im a potato, Message: Owner boxes	
[4/19/23 01:34PM] Sender: Im a potato, Message: Xd	
[4/19/23 01:34PM] Sender: Entropy, Message: Hugeeeee!	
[4/19/23 01:34PM] Sender: Zshana, Message: Ppl on here r diff bro	
[4/19/23 01:34PM] Sender: Griezmanrsps, Message: Buy coll 34k	
[4/19/23 01:34PM] Sender: Onlyfans, Message: First to trade me at ::home  , west, gets big item	
[4/19/23 01:34PM] Sender: Juust, Message: Buying votes 15k each need 35	
[4/19/23 01:35PM] Sender: Elven, Message: Buying aoe weapon	
[4/19/23 01:36PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:36PM] Sender: Griezmanrsps, Message: Buy coll 34k	
[4/19/23 01:36PM] Sender: Zshana, Message: Gz gl	
[4/19/23 01:36PM] Sender: Like my peep, Message: Gl	
[4/19/23 01:36PM] Sender: Cookie, Message: And ofc for me its only guaranteed drops..	
[4/19/23 01:36PM] Sender: Kingrock, Message: Niiiiice nice dono	
[4/19/23 01:36PM] Sender: Onlyfans, Message: Hugeeeeee gl	
[4/19/23 01:36PM] Sender: Nobledefeat, Message: Gl!	
[4/19/23 01:36PM] Sender: Im a potato, Message: U dont rly need luck with boxes	
[4/19/23 01:36PM] Sender: Im a potato, Message: Its guaranteed items	
[4/19/23 01:36PM] Sender: Kingrock, Message: Nice	
[4/19/23 01:36PM] Sender: Griezmanrsps, Message: Somebody sel coll?	
[4/19/23 01:36PM] Sender: Kingrock, Message: Ooooooooo	
[4/19/23 01:36PM] Sender: Cookie, Message: Yo	
[4/19/23 01:36PM] Sender: Kingrock, Message: Sick	
[4/19/23 01:36PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:37PM] Sender: Bokzty, Message: What is smart to do?	
[4/19/23 01:37PM] Sender: Kingrock, Message: Owner bow lets go	
[4/19/23 01:37PM] Sender: Im a potato, Message: Buying 3x3 aoe wep big offer	
[4/19/23 01:37PM] Sender: Kingrock, Message: Just open	
[4/19/23 01:37PM] Sender: Bokzty, Message: Yh owner bow?	
[4/19/23 01:37PM] Sender: Im a potato, Message: Bow is best	
[4/19/23 01:37PM] Sender: Jj fly, Message: Gl buddy	
[4/19/23 01:37PM] Sender: Bokzty, Message: Oh wait i cant choose xd	
[4/19/23 01:37PM] Sender: Kingrock, Message: Thats still a win	
[4/19/23 01:37PM] Sender: Im a potato, Message: Gz	
[4/19/23 01:37PM] Sender: Kingrock, Message: Wooooo	
[4/19/23 01:37PM] Sender: Im a potato, Message: Sword is worst imo	
[4/19/23 01:37PM] Sender: Dwightshrute, Message: Buying 3x3 aoe and trading 400k melee weapon for range	
[4/19/23 01:37PM] Sender: Cookie, Message: Imagine sword	
[4/19/23 01:37PM] Sender: Cookie, Message: ;d	
[4/19/23 01:37PM] Sender: Zshana, Message: Gzzzzzzzzzz	
[4/19/23 01:37PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:38PM] Sender: Kingrock, Message: Put some aoe on that bad boy	
[4/19/23 01:38PM] Sender: Bokzty, Message: Why i have no rank?	
[4/19/23 01:38PM] Sender: Dwightshrute, Message: How lol	
[4/19/23 01:38PM] Sender: Dwightshrute, Message: I can add aoe to it?	
[4/19/23 01:38PM] Sender: Kingrock, Message: Bonds give rank	
[4/19/23 01:38PM] Sender: Nobledefeat, Message: Huge sale in my pos!	
[4/19/23 01:38PM] Sender: Zshana, Message: Why u donate when theres no deals tho bro	
[4/19/23 01:38PM] Sender: Im a potato, Message: Its double donations wym	
[4/19/23 01:38PM] Sender: Bokzty, Message: So donating not giving ranks lol	
[4/19/23 01:38PM] Sender: Zshana, Message: Theres diff deals 	
[4/19/23 01:38PM] Sender: Zshana, Message: Sometimes	
[4/19/23 01:38PM] Sender: Dwightshrute, Message: Kingrock i can add aoe to my melee weapon?	
[4/19/23 01:38PM] Sender: Niels, Message: Donating for bonds does	
[4/19/23 01:38PM] Sender: Cookie, Message: Its easy to farm ranks	
[4/19/23 01:38PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:38PM] Sender: Im a potato, Message: Owner pieces are bis as well	
[4/19/23 01:39PM] Sender: Im a potato, Message: So u will farm shit fast	
[4/19/23 01:39PM] Sender: Kingrock, Message: You could dwight but you might regret it unless you have one already	
[4/19/23 01:39PM] Sender: Elven, Message: Buying aoe weapon	
[4/19/23 01:39PM] Sender: Kingrock, Message: Alreay	
[4/19/23 01:39PM] Sender: Juust, Message: Buying votes 15k each	
[4/19/23 01:39PM] Sender: Dwightshrute, Message: Yea i dont king i just have a 400k melee weaponm	
[4/19/23 01:39PM] Sender: Inherited, Message: Selling jamemba pet at home 60 dr and ddr	
[4/19/23 01:39PM] Sender: Dwightshrute, Message: Buy i want range	
[4/19/23 01:39PM] Sender: Icy, Message: Eww got rolledback to account creation and i cant get ::ref reward	
[4/19/23 01:39PM] Sender: Kingrock, Message: Yeah aoe is 10m+	
[4/19/23 01:39PM] Sender: Icy, Message: Yuck	
[4/19/23 01:39PM] Sender: Sad, Message: Icy, pm alex	
[4/19/23 01:39PM] Sender: Im a potato, Message: Buying 3x3 aoe good offer	
[4/19/23 01:39PM] Sender: Kingrock, Message: Not yuck, rare	
[4/19/23 01:39PM] Sender: Juust, Message: Buying vote scrolls 15m each	
[4/19/23 01:40PM] Sender: Cookie, Message: Half way to vboss	
[4/19/23 01:40PM] Sender: Divine, Message: 15m ea sign me up	
[4/19/23 01:40PM] Sender: Dwightshrute, Message: Buying range weapon 	
[4/19/23 01:40PM] Sender: Im a potato, Message: 27k kc for sanctum no aoe wep	
[4/19/23 01:40PM] Sender: Im a potato, Message: :p	
[4/19/23 01:40PM] Sender: Greensleeve, Message: Whats cheapest aoe wep	
[4/19/23 01:40PM] Sender: Onlyfans, Message: 10m+	
[4/19/23 01:40PM] Sender: Onlyfans, Message: Aoe is a perk	
[4/19/23 01:40PM] Sender: Coke, Message: Had 53k before mine	
[4/19/23 01:40PM] Sender: Cookie, Message: Potato, dont give me depression	
[4/19/23 01:40PM] Sender: Onlyfans, Message: U can put it on any weapon	
[4/19/23 01:40PM] Sender: Inherited, Message: Small sale at home for the low tiered players	
[4/19/23 01:40PM] Sender: Greensleeve, Message: I thought it came with it	
[4/19/23 01:40PM] Sender: Onlyfans, Message: Took me 60k kc to get my first aoe perk.	
[4/19/23 01:40PM] Sender: Im a potato, Message: Im just sharing the depression	
[4/19/23 01:40PM] Sender: Dwightshrute, Message: Inheritted how much for pet?	
[4/19/23 01:40PM] Sender: Sad, Message: You can get it as a drop from bosses	
[4/19/23 01:41PM] Sender: Cookie, Message: It wasnt on bosses tho	
[4/19/23 01:41PM] Sender: Im a potato, Message: Im paying 7.5m cash+$100 in bonds for aoe wep	
[4/19/23 01:41PM] Sender: Cookie, Message: Derp	
[4/19/23 01:41PM] Sender: Coke, Message: 65k total if u want to include emeralds	
[4/19/23 01:41PM] Sender: Sad, Message: Gzz happy :)	
[4/19/23 01:41PM] Sender: Onlyfans, Message: Im talking about bosses	
[4/19/23 01:42PM] Sender: Onlyfans, Message: I did emerald yh. but it took me 60k boss kc to get another aoe.	
[4/19/23 01:42PM] Sender: Onlyfans, Message: Thats what im saying.	
[4/19/23 01:42PM] Sender: Griezmanrsps, Message: Somebody sel coll?	
[4/19/23 01:42PM] Sender: Coke, Message: Bruh u did wih aoe i know  u got urs from emerlads	
[4/19/23 01:42PM] Sender: Im a potato, Message: 60k with or without perk	
[4/19/23 01:42PM] Sender: Im a potato, Message: Kc perks	
[4/19/23 01:42PM] Sender: Onlyfans, Message: Yh i know	
[4/19/23 01:42PM] Sender: Coke, Message: Thats different	
[4/19/23 01:42PM] Sender: Onlyfans, Message: Im  just giving u a estimation	
[4/19/23 01:42PM] Sender: Coco, Message: Pc 1.5 damage  multi?	
[4/19/23 01:42PM] Sender: Zshana, Message: Selling fazula books  65m magic 50m rest 10m ea	
[4/19/23 01:42PM] Sender: Im a potato, Message: Onlyfans was that with kc perk	
[4/19/23 01:42PM] Sender: Boterkoek, Message: 60k kc with aoe wep is nothing tbh	
[4/19/23 01:42PM] Sender: Im a potato, Message: If i go 60k without kc perk dry	
[4/19/23 01:42PM] Sender: Im a potato, Message: Then im necking	
[4/19/23 01:43PM] Sender: Cookie, Message: Lol	
[4/19/23 01:43PM] Sender: Kinda savage, Message: How do you start emerald slayer?	
[4/19/23 01:43PM] Sender: Cookie, Message: Dont jinx me	
[4/19/23 01:43PM] Sender: Coke, Message: Cant get from emeralds anymore	
[4/19/23 01:43PM] Sender: Kinda savage, Message: Oh only boss?	
[4/19/23 01:43PM] Sender: Coke, Message: Yes	
[4/19/23 01:43PM] Sender: Fissker, Message:  can we upgrade item or what i do after ::train?	
[4/19/23 01:43PM] Sender: Gim k0000, Message: Thats some bs	
[4/19/23 01:43PM] Sender: Kinda savage, Message: Ok cool so im already doing the right thing -o	
[4/19/23 01:44PM] Sender: Rasengan, Message: Hm is doom aura	
[4/19/23 01:44PM] Sender: Mts aurexk, Message: What doom aura give?	
[4/19/23 01:44PM] Sender: Shrazdek, Message: +10k all stats	
[4/19/23 01:44PM] Sender: Veteran, Message: Anyone has collector ammy can sell me?	
[4/19/23 01:46PM] Sender: Greensleeve, Message: Gl	
[4/19/23 01:46PM] Sender: Elven, Message: Buying aoe weapon at home	
[4/19/23 01:46PM] Sender: Greensleeve, Message: Pos quit working?	
[4/19/23 01:46PM] Sender: Onlyfans, Message: Welcome god	
[4/19/23 01:46PM] Sender: Onlyfans, Message: ::pos is working	
[4/19/23 01:46PM] Sender: Greensleeve, Message: Cant do that chief	
