[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: L I T S	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: L I T S	
[4/16/23 10:47AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: L I T S	
[4/16/23 10:47AM] Player picked up item: Coin, id: 995, amount: 8000, owner: L I T S	
[4/16/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: L I T S	
[4/16/23 10:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: L I T S	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: L I T S	
[4/16/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/16/23 11:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/16/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/16/23 11:02AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: L I T S	
[4/16/23 11:02AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: L I T S	
[4/16/23 11:04AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 11:04AM] Player picked up item: Coin, id: 995, amount: 14000, owner: L I T S	
[4/16/23 11:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: L I T S	
[4/16/23 11:21AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: L I T S	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1226343, owner: L I T S	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: L I T S	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2724984, owner: L I T S	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: L I T S	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: L I T S	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: L I T S	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: L I T S	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: L I T S	
[4/16/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: L I T S	
[4/16/23 11:31AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: L I T S	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: L I T S	
[4/17/23 09:26AM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: L I T S	
[4/21/23 02:36PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Ross	
[4/22/23 11:07AM] Player picked up item: Gorvek Pet, id: 23081, amount: 1, owner: Beef Supreme	
